query_idx,ef_true,recall_at_ef_true,RV_gamma_0.1,RV_gamma_0.5,RV_gamma_1.0,RV_gamma_2.0,RV_gamma_5.0,RV_gamma_10.0,RV_gamma_20.0
9213,1250,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
3633,1150,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
1802,2050,1.0,0.1,0.1,0.2,0.2,0.2,0.4,0.3
3884,50,1.0,0.1,0.1,0.2,0.2,0.4,0.7,0.8
3280,50,1.0,0.3,0.3,0.3,0.4,0.4,0.6,0.7
8505,200,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.6
8756,3350,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
2294,1950,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.3
8849,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.3,0.0
6040,50,1.0,0.3,0.3,0.3,0.3,0.5,0.6,0.8
4286,50,1.0,0.3,0.3,0.3,0.4,0.5,0.8,0.9
8234,150,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
5912,200,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.6
9033,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.3,0.0
5967,50,1.0,0.2,0.3,0.3,0.3,0.5,0.8,0.9
586,50,1.0,0.3,0.3,0.3,0.3,0.5,0.9,0.9
1048,500,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.8
1428,50,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.8
8801,250,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
2771,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
197,50,1.0,0.4,0.4,0.4,0.5,0.7,0.9,0.9
7022,400,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.4
3100,750,1.0,0.1,0.1,0.2,0.2,0.3,0.5,0.7
725,150,1.0,0.2,0.2,0.2,0.3,0.4,0.7,0.9
4355,50,1.0,0.5,0.5,0.6,0.6,0.8,0.9,0.9
3325,50,1.0,0.5,0.5,0.6,0.6,0.8,0.9,0.9
9651,50,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.8
1499,450,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
8010,350,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.5
8809,2800,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.6
2820,250,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
8455,50,1.0,0.3,0.3,0.4,0.4,0.7,0.9,0.9
9823,150,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.5
6619,50,1.0,0.6,0.6,0.7,0.7,0.8,0.9,0.9
5788,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
6677,50,1.0,0.4,0.4,0.4,0.5,0.6,0.8,0.8
515,50,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.8
6718,550,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
5804,100,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
3494,100,1.0,0.3,0.3,0.4,0.4,0.5,0.6,0.7
2023,50,1.0,0.3,0.3,0.3,0.3,0.5,0.6,0.8
1293,1150,1.0,0.1,0.1,0.1,0.1,0.3,0.7,0.8
2162,1500,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
4707,950,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.1
3559,50,1.0,0.2,0.2,0.2,0.3,0.5,0.8,0.9
7760,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.5
2584,50,1.0,0.5,0.5,0.5,0.6,0.8,0.9,0.9
4418,650,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
375,100,1.0,0.4,0.4,0.4,0.5,0.6,0.7,0.9
3601,50,1.0,0.3,0.3,0.4,0.4,0.5,0.7,0.8
7910,100,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
6528,700,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
1528,50,1.0,0.3,0.3,0.4,0.4,0.5,0.7,0.8
8511,100,1.0,0.2,0.3,0.3,0.3,0.5,0.6,0.8
4008,450,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
9255,250,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
5987,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.9
8965,50,1.0,0.5,0.5,0.5,0.6,0.7,0.8,0.9
2939,2350,1.0,0.1,0.1,0.1,0.2,0.3,0.7,0.8
6183,400,1.0,0.1,0.1,0.2,0.2,0.3,0.6,0.8
4523,2250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.2
5796,150,1.0,0.3,0.3,0.4,0.4,0.6,0.7,0.8
7265,300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
8240,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1974,650,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.6
1543,50,1.0,0.3,0.3,0.3,0.4,0.7,0.9,0.9
7964,50,1.0,0.3,0.4,0.4,0.5,0.6,0.8,0.9
8493,250,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
3441,350,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.8
8177,2400,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
1697,50,1.0,0.2,0.2,0.2,0.3,0.6,0.9,0.9
8378,50,1.0,0.2,0.2,0.2,0.2,0.4,0.8,0.9
4019,50,1.0,0.4,0.5,0.5,0.5,0.7,0.8,0.9
5885,250,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
4802,100,1.0,0.2,0.3,0.3,0.3,0.5,0.6,0.8
1316,200,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.8
9534,550,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.0
9582,50,1.0,0.4,0.4,0.5,0.5,0.7,0.8,0.9
7911,50,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.8
2340,250,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.7
5418,350,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
5755,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
6274,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.7
4416,200,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.7
636,50,1.0,0.2,0.2,0.2,0.3,0.6,0.8,0.8
8554,1200,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
2611,400,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
7952,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.3,0.6
617,150,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.6
3469,1200,1.0,0.1,0.1,0.1,0.2,0.3,0.4,0.1
9432,50,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.8
9859,50,1.0,0.3,0.3,0.4,0.4,0.5,0.7,0.8
7094,2800,1.0,0.1,0.1,0.2,0.2,0.3,0.5,0.1
4070,1400,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.2
3911,1300,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.3
6696,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
4994,650,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.2
3303,50,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.8
8818,2000,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.2
6173,750,1.0,0.1,0.1,0.1,0.2,0.3,0.6,0.8
6694,50,1.0,0.3,0.4,0.4,0.4,0.5,0.6,0.8
4403,850,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.6
8227,2200,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.0
8233,250,1.0,0.1,0.1,0.2,0.2,0.2,0.3,0.5
2862,50,1.0,0.3,0.3,0.3,0.3,0.5,0.7,0.9
5608,750,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6
2198,1550,1.0,0.1,0.1,0.1,0.1,0.2,0.6,0.8
4302,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.7
6870,4600,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
1995,2650,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
8513,50,1.0,0.3,0.3,0.4,0.4,0.6,0.7,0.8
8551,200,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.7
7731,50,1.0,0.5,0.5,0.5,0.6,0.7,0.9,0.9
8105,850,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.8
2009,50,1.0,0.3,0.4,0.4,0.4,0.6,0.8,0.9
8245,50,1.0,0.2,0.3,0.3,0.3,0.5,0.8,0.9
5478,500,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.3
3887,500,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.1
9658,450,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.6
5821,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.9
6901,150,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
2713,50,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
8156,50,1.0,0.4,0.4,0.5,0.5,0.7,0.8,0.9
2178,850,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
9819,250,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.8
4261,750,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.3
1706,400,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
6505,200,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.6
8782,50,1.0,0.2,0.2,0.3,0.3,0.5,0.8,0.9
9337,50,1.0,0.4,0.4,0.4,0.5,0.7,0.9,0.9
4295,100,1.0,0.3,0.3,0.4,0.4,0.5,0.6,0.7
9891,100,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.8
7052,50,1.0,0.3,0.3,0.3,0.4,0.6,0.8,0.9
9053,250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
3094,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.8
2590,300,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.0
2305,500,1.0,0.1,0.1,0.1,0.2,0.3,0.4,0.5
4804,50,1.0,0.4,0.5,0.5,0.6,0.7,0.8,0.9
8722,200,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.8
5520,250,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
4551,50,1.0,0.3,0.4,0.4,0.4,0.6,0.9,0.9
6229,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
3789,50,1.0,0.4,0.4,0.4,0.5,0.6,0.8,0.9
8684,1600,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
1457,1800,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
3838,350,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
9195,1500,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.0
132,100,1.0,0.1,0.2,0.2,0.2,0.3,0.6,0.8
1118,100,1.0,0.3,0.3,0.3,0.3,0.5,0.7,0.8
2235,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.9
4916,1300,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
5995,250,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.7
1590,900,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1596,50,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.6
6548,50,1.0,0.4,0.4,0.5,0.5,0.6,0.8,0.8
3396,50,1.0,0.4,0.5,0.5,0.5,0.7,0.8,0.9
5791,50,1.0,0.3,0.3,0.3,0.3,0.5,0.7,0.8
5574,100,1.0,0.2,0.2,0.2,0.2,0.4,0.5,0.6
5137,3800,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.2
4967,900,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.6
1862,650,1.0,0.1,0.1,0.1,0.1,0.1,0.3,0.4
5487,2100,1.0,0.1,0.1,0.1,0.1,0.1,0.2,0.0
9163,150,1.0,0.2,0.2,0.2,0.2,0.4,0.7,0.9
1097,450,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
9567,3300,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.4
830,50,1.0,0.2,0.2,0.3,0.3,0.5,0.7,0.8
3986,50,1.0,0.4,0.4,0.5,0.5,0.7,0.8,0.9
9771,50,1.0,0.3,0.4,0.4,0.4,0.5,0.6,0.8
6350,650,1.0,0.1,0.2,0.2,0.2,0.3,0.4,0.6
8824,50,1.0,0.2,0.3,0.3,0.3,0.6,0.8,0.9
2286,100,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.7
3990,50,1.0,0.3,0.3,0.3,0.4,0.4,0.6,0.7
1407,100,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
2078,300,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
5237,150,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
9058,350,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.3
4200,1250,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
331,1350,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
6537,2200,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.0
9792,100,1.0,0.3,0.3,0.3,0.3,0.5,0.6,0.8
5557,50,1.0,0.4,0.4,0.5,0.5,0.7,0.9,0.9
5082,50,1.0,0.3,0.3,0.3,0.4,0.6,0.8,0.9
1200,100,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
7343,5000,0.9,0.1,0.1,0.1,0.2,0.3,0.5,0.3
5539,1350,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
2450,1250,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.2
1797,50,1.0,0.4,0.4,0.5,0.5,0.6,0.7,0.8
3535,50,1.0,0.3,0.3,0.3,0.4,0.4,0.5,0.7
1869,5000,0.9,0.1,0.1,0.2,0.2,0.3,0.4,0.0
3609,50,1.0,0.4,0.4,0.4,0.4,0.5,0.6,0.7
5218,3750,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.3
7155,100,1.0,0.1,0.1,0.2,0.2,0.4,0.8,0.9
3721,150,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.8
6192,850,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.4
6034,3600,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
3731,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.3,0.1
1921,100,1.0,0.3,0.3,0.3,0.3,0.5,0.6,0.8
2624,50,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.9
3554,50,1.0,0.3,0.3,0.3,0.4,0.4,0.5,0.7
1108,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
3228,50,1.0,0.5,0.6,0.6,0.6,0.7,0.8,0.9
2994,50,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.8
987,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.3,0.0
5988,50,1.0,0.5,0.5,0.6,0.6,0.8,0.9,0.9
726,50,1.0,0.4,0.4,0.5,0.5,0.7,0.8,0.9
6559,100,1.0,0.2,0.3,0.3,0.3,0.5,0.6,0.8
1721,50,1.0,0.3,0.3,0.3,0.4,0.5,0.8,0.9
343,300,1.0,0.2,0.2,0.2,0.3,0.4,0.7,0.9
9212,250,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
2088,350,1.0,0.1,0.2,0.2,0.2,0.3,0.5,0.7
3555,250,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
5354,50,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.7
7060,100,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.7
1410,2350,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.7
8926,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
8265,100,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.7
2838,200,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.5
1443,250,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
6674,1850,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.7
5776,200,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
5649,50,1.0,0.4,0.4,0.5,0.5,0.6,0.7,0.8
6671,50,1.0,0.4,0.4,0.4,0.4,0.5,0.6,0.7
6487,50,1.0,0.4,0.4,0.4,0.5,0.6,0.8,0.9
9102,350,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.7
7185,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
6462,50,1.0,0.2,0.2,0.3,0.3,0.5,0.8,0.9
5314,300,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
8862,50,1.0,0.3,0.4,0.4,0.5,0.7,0.8,0.9
2059,50,1.0,0.3,0.3,0.3,0.4,0.6,0.8,0.9
6093,100,1.0,0.2,0.2,0.2,0.3,0.3,0.5,0.6
6479,1000,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.5
3805,150,1.0,0.2,0.2,0.2,0.2,0.4,0.7,0.9
4712,350,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
1677,100,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.7
3235,50,1.0,0.3,0.3,0.3,0.4,0.4,0.5,0.7
1627,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
3227,50,1.0,0.2,0.3,0.3,0.3,0.5,0.8,0.9
3700,250,1.0,0.2,0.3,0.3,0.3,0.5,0.7,0.8
6262,50,1.0,0.2,0.2,0.2,0.3,0.5,0.8,0.9
6554,5000,0.9,0.1,0.1,0.1,0.2,0.2,0.4,0.2
9834,4250,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.0
7967,200,1.0,0.2,0.3,0.3,0.3,0.5,0.7,0.9
1643,400,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.7
3276,2850,1.0,0.1,0.1,0.1,0.2,0.3,0.5,0.7
7297,50,1.0,0.2,0.3,0.3,0.3,0.5,0.8,0.9
9944,1800,1.0,0.1,0.1,0.2,0.2,0.3,0.5,0.6
1811,300,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.5
6721,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
2597,2150,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.3
7806,100,1.0,0.3,0.3,0.3,0.3,0.5,0.7,0.8
4364,500,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.6
9900,300,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.1
8356,1100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
7370,350,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6
9155,50,1.0,0.4,0.5,0.5,0.5,0.7,0.8,0.9
6880,800,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
4226,700,1.0,0.1,0.1,0.1,0.2,0.3,0.5,0.6
7321,150,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
7386,400,1.0,0.1,0.1,0.1,0.2,0.3,0.5,0.0
2419,50,1.0,0.4,0.4,0.4,0.4,0.5,0.7,0.8
3811,550,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.5
3058,1350,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.4
9327,100,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.7
450,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.4,0.7
7011,550,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.3
5100,150,1.0,0.1,0.1,0.1,0.2,0.2,0.4,0.6
4957,1200,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.7
2918,50,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.9
4002,50,1.0,0.2,0.2,0.2,0.3,0.5,0.7,0.9
3038,550,1.0,0.2,0.2,0.2,0.2,0.4,0.7,0.9
7778,150,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.1
8841,100,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
8028,50,1.0,0.2,0.2,0.3,0.3,0.4,0.7,0.8
4052,50,1.0,0.5,0.5,0.5,0.6,0.8,0.9,0.9
2285,1250,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
8209,100,1.0,0.3,0.3,0.3,0.3,0.4,0.5,0.6
2501,100,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1396,150,1.0,0.2,0.2,0.2,0.2,0.4,0.5,0.8
979,950,1.0,0.1,0.1,0.2,0.2,0.3,0.5,0.9
8575,100,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
6393,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.7
5924,100,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.8
9955,250,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
168,2650,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
5488,1200,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.6
9613,50,1.0,0.5,0.5,0.5,0.5,0.6,0.7,0.8
9305,250,1.0,0.2,0.2,0.2,0.3,0.3,0.4,0.5
2625,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.7
4236,3150,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
9183,100,1.0,0.3,0.3,0.3,0.4,0.5,0.8,0.9
9650,3600,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
4076,300,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
9242,300,1.0,0.2,0.2,0.2,0.2,0.5,0.8,0.9
8386,50,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
3999,50,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.9
9412,50,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
8460,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
6219,50,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.8
1350,1550,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.2
9381,50,1.0,0.3,0.3,0.3,0.4,0.6,0.8,0.9
3729,50,1.0,0.3,0.3,0.3,0.4,0.6,0.9,0.9
5230,50,1.0,0.5,0.5,0.5,0.6,0.7,0.8,0.9
8142,50,1.0,0.3,0.3,0.4,0.4,0.5,0.6,0.7
5536,2450,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
8757,50,1.0,0.2,0.2,0.3,0.3,0.4,0.6,0.8
360,300,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
753,50,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.8
709,400,1.0,0.1,0.1,0.1,0.2,0.2,0.5,0.7
4460,50,1.0,0.3,0.4,0.4,0.4,0.6,0.7,0.8
4198,1800,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.2
9347,250,1.0,0.2,0.2,0.2,0.2,0.3,0.6,0.8
8048,50,1.0,0.2,0.3,0.3,0.3,0.5,0.7,0.9
5243,350,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
5633,150,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.8
1791,900,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.4
5074,1150,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.7
8262,50,1.0,0.2,0.2,0.2,0.2,0.3,0.6,0.8
244,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.7
4101,50,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.8
5938,50,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.8
6207,450,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
7466,5000,0.9,0.1,0.1,0.1,0.1,0.2,0.4,0.0
3784,200,1.0,0.1,0.2,0.2,0.2,0.2,0.3,0.5
6105,50,1.0,0.3,0.3,0.4,0.4,0.6,0.7,0.8
2707,50,1.0,0.2,0.2,0.3,0.3,0.5,0.7,0.9
3558,100,1.0,0.3,0.3,0.3,0.4,0.5,0.7,0.8
1416,550,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
6796,300,1.0,0.2,0.2,0.2,0.2,0.4,0.7,0.8
2117,50,1.0,0.2,0.2,0.2,0.3,0.4,0.7,0.8
9590,1450,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
4984,600,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
1253,100,1.0,0.4,0.4,0.4,0.4,0.5,0.6,0.7
7564,50,1.0,0.4,0.4,0.4,0.5,0.6,0.7,0.8
577,50,1.0,0.5,0.5,0.6,0.6,0.7,0.7,0.8
9326,200,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
4855,100,1.0,0.3,0.3,0.3,0.4,0.5,0.6,0.8
9987,50,1.0,0.3,0.3,0.4,0.4,0.6,0.8,0.9
4499,450,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
2832,50,1.0,0.2,0.2,0.2,0.2,0.4,0.7,0.8
6514,50,1.0,0.4,0.4,0.4,0.5,0.6,0.7,0.8
380,50,1.0,0.4,0.4,0.5,0.5,0.8,0.9,0.9
561,50,1.0,0.2,0.3,0.3,0.3,0.5,0.7,0.8
7316,50,1.0,0.3,0.3,0.3,0.3,0.4,0.6,0.8
8787,100,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.7
6819,50,1.0,0.2,0.3,0.3,0.3,0.4,0.6,0.8
4344,50,1.0,0.2,0.2,0.2,0.2,0.4,0.7,0.8
6749,700,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.3
839,1900,1.0,0.1,0.1,0.2,0.2,0.3,0.5,0.6
4478,50,1.0,0.3,0.3,0.3,0.3,0.5,0.6,0.8
175,400,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
2362,50,1.0,0.4,0.4,0.4,0.5,0.7,0.9,0.9
1989,50,1.0,0.3,0.3,0.3,0.4,0.6,0.7,0.8
2134,250,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.6
6799,50,1.0,0.3,0.3,0.3,0.4,0.4,0.6,0.7
5935,50,1.0,0.2,0.2,0.2,0.2,0.3,0.5,0.6
8672,150,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.8
8795,50,1.0,0.4,0.4,0.5,0.5,0.7,0.8,0.9
7473,1500,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.0
815,2200,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.1
5999,150,1.0,0.2,0.2,0.3,0.3,0.4,0.5,0.7
4602,50,1.0,0.3,0.3,0.3,0.3,0.5,0.6,0.8
2814,100,1.0,0.2,0.2,0.2,0.2,0.4,0.6,0.8
2473,50,1.0,0.2,0.3,0.3,0.3,0.5,0.7,0.8
7464,1350,1.0,0.1,0.1,0.1,0.1,0.2,0.4,0.2
206,50,1.0,0.2,0.2,0.2,0.3,0.4,0.6,0.8
3713,2250,1.0,0.2,0.2,0.2,0.2,0.3,0.4,0.0
8616,900,1.0,0.1,0.1,0.1,0.2,0.2,0.3,0.2
4892,100,1.0,0.2,0.2,0.2,0.3,0.4,0.5,0.6
1367,100,1.0,0.2,0.2,0.3,0.3,0.5,0.7,0.8
8457,1200,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.5
4541,4800,1.0,0.1,0.1,0.1,0.1,0.2,0.3,0.1
4570,50,1.0,0.2,0.2,0.3,0.4,0.7,0.9,0.9
3753,1000,1.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6
8962,100,1.0,0.4,0.4,0.4,0.5,0.5,0.6,0.7
