query_idx,ef_true,RV_gamma_0.1,RV_gamma_0.5,RV_gamma_1.0,RV_gamma_2.0,RV_gamma_5.0,RV_gamma_10.0,RV_gamma_20.0,RV_gamma_50.0,RV_gamma_100.0
8019,50,0.3,0.4,0.4,0.5,0.7,0.9,0.9,0.9,0.1
4699,50,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
8944,2550,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
9509,50,0.2,0.3,0.3,0.4,0.7,0.9,0.9,0.9,0.7
5385,400,0.1,0.2,0.2,0.2,0.4,0.8,0.9,0.0,0.0
6477,800,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
9858,100,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
2902,50,0.2,0.3,0.3,0.3,0.5,0.8,0.8,0.0,0.0
6667,450,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.0,0.0
7895,100,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.0,0.0
15,100,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.0,0.0
5479,50,0.3,0.3,0.3,0.4,0.6,0.9,0.9,0.9,0.7
9132,50,0.5,0.5,0.5,0.6,0.7,0.8,0.8,0.8,0.0
6134,150,0.1,0.2,0.2,0.2,0.4,0.8,0.9,0.0,0.0
1472,1150,0.1,0.1,0.1,0.1,0.2,0.4,0.1,0.0,0.0
3230,50,0.4,0.4,0.4,0.5,0.6,0.8,0.9,0.0,0.0
4958,100,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.0,0.0
7775,1700,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
2764,50,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
104,2350,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
4736,50,0.4,0.4,0.5,0.5,0.7,0.8,0.9,0.0,0.0
7201,950,0.3,0.3,0.3,0.3,0.5,0.8,0.9,0.0,0.0
7863,150,0.2,0.2,0.2,0.2,0.3,0.6,0.8,0.0,0.0
2963,200,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
4866,300,0.2,0.2,0.2,0.3,0.4,0.7,0.8,0.0,0.0
5535,50,0.2,0.2,0.3,0.3,0.6,0.9,0.9,0.9,0.0
8350,200,0.2,0.2,0.2,0.2,0.3,0.6,0.9,0.0,0.0
6740,850,0.2,0.2,0.2,0.2,0.3,0.5,0.1,0.0,0.0
3186,100,0.1,0.1,0.2,0.2,0.2,0.4,0.5,0.0,0.0
8419,50,0.4,0.4,0.4,0.5,0.7,0.8,0.9,0.2,0.0
1002,100,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.0,0.0
8682,450,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
5654,50,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
266,350,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
8755,50,0.4,0.4,0.4,0.5,0.7,0.9,0.9,0.9,0.0
6248,1300,0.1,0.1,0.1,0.1,0.2,0.3,0.6,0.0,0.0
6385,50,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
1868,50,0.3,0.3,0.4,0.4,0.7,0.9,1.0,1.0,0.0
1076,150,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.0,0.0
2403,50,0.3,0.3,0.3,0.4,0.6,0.8,0.9,0.0,0.0
6005,50,0.3,0.4,0.4,0.4,0.6,0.7,0.8,0.0,0.0
1891,550,0.1,0.1,0.1,0.2,0.2,0.4,0.2,0.0,0.0
5132,50,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
6691,1350,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
7741,250,0.1,0.1,0.1,0.2,0.6,0.9,0.9,0.9,0.0
4016,550,0.1,0.1,0.1,0.1,0.3,0.7,0.8,0.0,0.0
8168,100,0.3,0.3,0.3,0.3,0.4,0.5,0.7,0.0,0.0
8514,100,0.3,0.3,0.4,0.4,0.5,0.7,0.8,0.0,0.0
9369,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
6400,50,0.2,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
706,100,0.2,0.2,0.3,0.3,0.5,0.7,0.8,0.0,0.0
9605,2100,0.2,0.2,0.2,0.2,0.3,0.4,0.1,0.0,0.0
8620,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
5953,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
3688,50,0.3,0.3,0.4,0.4,0.6,0.8,0.9,0.1,0.0
7253,600,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
6376,50,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
451,5000,0.1,0.1,0.1,0.1,0.2,0.4,0.2,0.0,0.0
9535,50,0.4,0.4,0.5,0.5,0.6,0.8,0.9,0.0,0.0
996,450,0.1,0.1,0.2,0.2,0.3,0.5,0.8,0.0,0.0
9262,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
3179,150,0.3,0.3,0.3,0.4,0.5,0.6,0.3,0.0,0.0
1916,3300,0.1,0.2,0.2,0.2,0.3,0.4,0.0,0.0,0.0
9622,2000,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.0,0.0
5900,50,0.4,0.4,0.5,0.6,0.7,0.9,0.9,0.3,0.0
9092,50,0.3,0.3,0.4,0.4,0.5,0.7,0.8,0.0,0.0
9168,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
735,100,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
2185,1350,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
394,50,0.5,0.6,0.6,0.7,0.8,0.8,0.9,0.3,0.0
4167,50,0.2,0.2,0.2,0.3,0.4,0.8,0.8,0.0,0.0
866,150,0.2,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
8678,50,0.2,0.2,0.2,0.3,0.5,0.7,0.8,0.0,0.0
9152,1950,0.1,0.1,0.1,0.1,0.3,0.8,0.8,0.0,0.0
5321,50,0.3,0.3,0.3,0.4,0.6,0.7,0.9,0.0,0.0
9698,300,0.1,0.1,0.2,0.2,0.3,0.4,0.7,0.0,0.0
2274,50,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
8269,700,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
8391,850,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
2687,300,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
8523,50,0.3,0.3,0.3,0.3,0.4,0.5,0.7,0.0,0.0
2950,4400,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
1924,50,0.3,0.3,0.3,0.4,0.6,0.9,0.9,0.0,0.0
2443,5000,0.1,0.1,0.1,0.2,0.3,0.6,0.1,0.0,0.0
2740,50,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
4931,750,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.0,0.0
8779,50,0.3,0.3,0.3,0.4,0.7,0.8,0.9,0.0,0.0
2126,1000,0.1,0.1,0.1,0.1,0.3,0.5,0.8,0.0,0.0
53,150,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
5489,600,0.2,0.2,0.2,0.3,0.3,0.5,0.6,0.0,0.0
8691,100,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
3880,5000,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.0,0.0
7991,300,0.1,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
7594,1950,0.1,0.1,0.1,0.1,0.2,0.4,0.6,0.0,0.0
4110,50,0.2,0.2,0.3,0.3,0.5,0.7,0.9,0.0,0.0
2540,650,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
4788,50,0.3,0.4,0.4,0.4,0.6,0.7,0.8,0.0,0.0
3205,50,0.3,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
3932,2400,0.2,0.3,0.3,0.3,0.5,0.7,0.7,0.0,0.0
2011,50,0.2,0.2,0.2,0.2,0.4,0.8,0.9,0.0,0.0
5342,350,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
9665,150,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.0,0.0
7272,100,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
927,500,0.2,0.2,0.2,0.2,0.2,0.3,0.5,0.0,0.0
9355,200,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.0,0.0
9768,3400,0.1,0.1,0.1,0.2,0.2,0.4,0.1,0.0,0.0
8812,950,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
4884,50,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.1,0.0
335,750,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
6635,600,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
4883,50,0.3,0.4,0.4,0.4,0.5,0.6,0.8,0.0,0.0
1394,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
8545,50,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.4,0.0
127,1700,0.1,0.1,0.1,0.1,0.2,0.4,0.1,0.0,0.0
3831,50,0.3,0.4,0.4,0.5,0.6,0.8,0.8,0.0,0.0
4950,50,0.4,0.4,0.5,0.5,0.7,0.9,0.9,0.9,0.0
763,50,0.3,0.3,0.4,0.5,0.7,0.9,0.9,0.9,0.0
2457,2000,0.1,0.1,0.1,0.2,0.2,0.4,0.0,0.0,0.0
7307,100,0.2,0.2,0.2,0.3,0.4,0.7,0.9,0.0,0.0
2758,750,0.3,0.3,0.4,0.4,0.5,0.7,0.8,0.0,0.0
324,50,0.4,0.4,0.5,0.5,0.7,0.8,0.9,0.0,0.0
7680,200,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.0,0.0
275,100,0.2,0.2,0.2,0.3,0.4,0.7,0.5,0.0,0.0
7328,500,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.0,0.0
7044,50,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
7289,50,0.2,0.3,0.3,0.4,0.6,0.9,0.9,0.9,0.0
5305,200,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.0,0.0
6347,450,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
9447,1500,0.1,0.1,0.1,0.2,0.2,0.4,0.1,0.0,0.0
8426,700,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
4860,50,0.5,0.5,0.5,0.6,0.7,0.7,0.8,0.4,0.0
7659,50,0.2,0.2,0.3,0.3,0.5,0.8,0.9,0.0,0.0
1335,50,0.3,0.4,0.4,0.4,0.6,0.8,0.9,0.0,0.0
4069,2250,0.2,0.2,0.2,0.2,0.3,0.4,0.2,0.0,0.0
6039,100,0.2,0.2,0.2,0.2,0.3,0.6,0.8,0.0,0.0
1714,50,0.3,0.3,0.3,0.3,0.4,0.5,0.7,0.0,0.0
7965,1800,0.1,0.1,0.1,0.1,0.2,0.4,0.6,0.0,0.0
2642,50,0.3,0.3,0.3,0.3,0.5,0.8,0.9,0.0,0.0
1712,50,0.3,0.4,0.4,0.4,0.6,0.8,0.8,0.0,0.0
1004,50,0.2,0.2,0.2,0.3,0.5,0.7,0.9,0.0,0.0
9971,1050,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
8948,150,0.2,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
9647,150,0.3,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
1773,150,0.2,0.2,0.3,0.3,0.4,0.6,0.8,0.5,0.0
1568,50,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.0,0.0
2546,50,0.4,0.4,0.5,0.5,0.6,0.8,0.9,0.0,0.0
6123,400,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
8873,100,0.2,0.2,0.3,0.3,0.4,0.6,0.8,0.0,0.0
4273,300,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
6751,50,0.3,0.4,0.4,0.4,0.5,0.7,0.8,0.0,0.0
183,1050,0.1,0.1,0.1,0.1,0.2,0.5,0.8,0.0,0.0
8538,50,0.4,0.4,0.4,0.5,0.7,0.8,0.9,0.0,0.0
1883,250,0.2,0.2,0.2,0.3,0.4,0.6,0.3,0.0,0.0
6875,100,0.2,0.3,0.3,0.3,0.4,0.6,0.9,0.0,0.0
7046,50,0.3,0.4,0.4,0.4,0.5,0.6,0.7,0.3,0.0
549,250,0.2,0.2,0.2,0.3,0.3,0.5,0.6,0.0,0.0
1679,100,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
5357,100,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.0,0.0
1511,200,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
8223,50,0.4,0.5,0.5,0.5,0.6,0.7,0.9,0.9,0.0
7578,700,0.1,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
7435,750,0.1,0.2,0.2,0.2,0.3,0.4,0.2,0.0,0.0
9276,50,0.3,0.3,0.4,0.4,0.6,0.8,0.9,0.0,0.0
3984,250,0.1,0.1,0.1,0.2,0.2,0.4,0.7,0.0,0.0
2993,4400,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
3034,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
4473,150,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
5516,1600,0.1,0.1,0.1,0.2,0.3,0.4,0.1,0.0,0.0
5572,50,0.2,0.2,0.3,0.3,0.5,0.8,0.9,0.0,0.0
5530,450,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
7580,50,0.2,0.2,0.3,0.3,0.5,0.8,0.9,0.0,0.0
8963,50,0.2,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
2234,400,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
2560,50,0.2,0.3,0.3,0.3,0.5,0.8,0.9,0.0,0.0
6852,100,0.1,0.1,0.1,0.2,0.5,0.9,0.9,0.0,0.0
9973,150,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
6431,50,0.3,0.4,0.4,0.4,0.6,0.8,0.9,0.9,0.0
7700,50,0.3,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
3879,50,0.4,0.4,0.4,0.5,0.7,0.8,0.8,0.8,0.0
8469,100,0.3,0.3,0.3,0.3,0.5,0.6,0.7,0.0,0.0
6754,50,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.0,0.0
9583,150,0.1,0.1,0.1,0.2,0.2,0.4,0.7,0.0,0.0
9557,400,0.1,0.1,0.1,0.2,0.2,0.4,0.2,0.0,0.0
9013,100,0.2,0.3,0.3,0.3,0.4,0.5,0.8,0.0,0.0
6555,300,0.1,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
8256,5000,0.1,0.1,0.1,0.1,0.2,0.4,0.4,0.0,0.0
8122,3300,0.1,0.1,0.1,0.1,0.2,0.4,0.7,0.0,0.0
6092,100,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.0,0.0
7088,500,0.1,0.1,0.2,0.2,0.3,0.4,0.2,0.0,0.0
4864,1150,0.1,0.1,0.1,0.1,0.2,0.4,0.3,0.0,0.0
3743,50,0.3,0.4,0.4,0.5,0.6,0.8,0.8,0.0,0.0
8415,50,0.2,0.2,0.2,0.3,0.4,0.7,0.9,0.0,0.0
9364,50,0.3,0.3,0.4,0.4,0.5,0.6,0.8,0.0,0.0
8674,1450,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
6099,100,0.3,0.3,0.4,0.4,0.5,0.7,0.8,0.0,0.0
6790,1050,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
6506,50,0.3,0.3,0.3,0.4,0.6,0.8,0.8,0.0,0.0
5822,50,0.3,0.3,0.3,0.4,0.6,0.8,0.9,0.0,0.0
4565,150,0.2,0.3,0.3,0.3,0.4,0.5,0.7,0.0,0.0
8676,100,0.3,0.3,0.3,0.3,0.5,0.7,0.8,0.0,0.0
4185,5000,0.2,0.2,0.2,0.3,0.3,0.5,0.0,0.0,0.0
8253,100,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
1295,250,0.1,0.1,0.1,0.2,0.3,0.6,0.8,0.0,0.0
4929,50,0.4,0.4,0.5,0.5,0.5,0.6,0.8,0.9,0.0
3839,200,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
1189,1350,0.2,0.2,0.2,0.3,0.4,0.7,0.9,0.0,0.0
2387,500,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
6534,50,0.4,0.4,0.5,0.5,0.7,0.8,0.9,0.0,0.0
659,100,0.1,0.1,0.1,0.2,0.3,0.5,0.7,0.0,0.0
764,1900,0.1,0.1,0.2,0.2,0.3,0.5,0.3,0.0,0.0
5716,300,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
7231,100,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
7533,50,0.3,0.3,0.3,0.4,0.5,0.7,0.9,0.0,0.0
4943,1350,0.1,0.1,0.1,0.2,0.2,0.4,0.1,0.0,0.0
7257,100,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.0,0.0
1045,350,0.1,0.1,0.1,0.2,0.3,0.4,0.7,0.0,0.0
232,350,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
5944,50,0.6,0.6,0.6,0.7,0.8,0.8,0.9,0.8,0.0
4648,50,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.0,0.0
250,100,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
9068,300,0.2,0.2,0.2,0.2,0.4,0.6,0.9,0.0,0.0
1232,300,0.1,0.1,0.1,0.1,0.3,0.5,0.2,0.0,0.0
787,50,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.0,0.0
5965,50,0.2,0.2,0.2,0.3,0.5,0.9,0.9,0.9,0.0
357,100,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
8215,1800,0.1,0.1,0.1,0.2,0.2,0.4,0.3,0.0,0.0
4968,50,0.2,0.2,0.3,0.3,0.6,0.9,0.9,0.0,0.0
6768,1400,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.0,0.0
8,50,0.2,0.2,0.2,0.3,0.6,0.9,0.9,0.0,0.0
1422,100,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
8210,50,0.3,0.3,0.3,0.3,0.5,0.7,0.8,0.8,0.0
1581,50,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
8744,300,0.1,0.1,0.2,0.2,0.2,0.3,0.5,0.0,0.0
5547,50,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
545,50,0.1,0.1,0.1,0.2,0.3,0.5,0.7,0.0,0.0
1962,100,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
1927,2600,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
7883,550,0.1,0.1,0.1,0.1,0.2,0.4,0.5,0.0,0.0
1187,200,0.1,0.1,0.1,0.2,0.3,0.6,0.9,0.0,0.0
6267,850,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
4820,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
2675,100,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
6231,150,0.2,0.3,0.3,0.3,0.5,0.6,0.8,0.0,0.0
1237,50,0.2,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
8820,100,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
3945,500,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
6466,50,0.5,0.6,0.6,0.6,0.7,0.8,0.9,0.9,0.2
2930,1300,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
7358,50,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
4509,100,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
2986,50,0.3,0.3,0.3,0.3,0.5,0.7,0.9,0.0,0.0
886,4850,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.0,0.0
8288,100,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
7360,600,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
9020,3600,0.1,0.1,0.1,0.1,0.2,0.4,0.0,0.0,0.0
4394,100,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
2114,50,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
1421,2050,0.1,0.1,0.1,0.1,0.2,0.4,0.6,0.0,0.0
7558,450,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
7613,50,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.8,0.0
1283,50,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.0,0.0
9201,2050,0.1,0.1,0.1,0.1,0.2,0.3,0.6,0.0,0.0
9112,50,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
4976,400,0.1,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
3671,50,0.3,0.3,0.4,0.5,0.8,0.9,0.9,0.9,0.0
834,400,0.2,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
7789,250,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
5638,350,0.1,0.2,0.2,0.2,0.3,0.4,0.5,0.0,0.0
5582,100,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
2128,150,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
6909,50,0.3,0.3,0.3,0.4,0.6,0.9,0.9,0.6,0.0
4112,550,0.1,0.2,0.2,0.2,0.3,0.6,0.7,0.0,0.0
448,1450,0.1,0.1,0.1,0.2,0.2,0.3,0.5,0.0,0.0
8925,150,0.1,0.1,0.1,0.2,0.2,0.4,0.3,0.0,0.0
8321,50,0.3,0.3,0.3,0.4,0.5,0.7,0.8,0.0,0.0
9211,1200,0.1,0.1,0.1,0.1,0.2,0.3,0.0,0.0,0.0
1760,50,0.2,0.2,0.3,0.3,0.5,0.8,0.9,0.0,0.0
5830,1500,0.2,0.2,0.2,0.2,0.4,0.6,0.8,0.0,0.0
4500,100,0.2,0.2,0.2,0.2,0.3,0.4,0.6,0.0,0.0
860,5000,0.1,0.1,0.1,0.1,0.2,0.4,0.1,0.0,0.0
3159,50,0.5,0.5,0.5,0.6,0.8,0.9,0.9,0.9,0.0
8037,50,0.2,0.2,0.2,0.2,0.4,0.7,0.8,0.0,0.0
781,250,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
9151,700,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.0,0.0
268,50,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
823,200,0.2,0.2,0.2,0.3,0.4,0.7,0.8,0.0,0.0
3910,350,0.2,0.2,0.2,0.3,0.4,0.7,0.8,0.0,0.0
4121,50,0.1,0.1,0.2,0.2,0.4,0.8,0.8,0.0,0.0
2250,1000,0.1,0.1,0.1,0.2,0.2,0.4,0.0,0.0,0.0
2554,50,0.5,0.5,0.5,0.5,0.7,0.8,0.9,0.9,0.0
4256,150,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.0,0.0
6640,600,0.2,0.2,0.3,0.3,0.4,0.5,0.7,0.0,0.0
552,1000,0.1,0.1,0.1,0.2,0.2,0.4,0.7,0.0,0.0
3364,50,0.2,0.2,0.2,0.3,0.6,0.9,1.0,0.0,0.0
4449,50,0.3,0.4,0.4,0.4,0.6,0.7,0.8,0.0,0.0
6705,200,0.2,0.2,0.2,0.2,0.3,0.5,0.8,0.0,0.0
4398,1650,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.0,0.0
4600,100,0.2,0.2,0.2,0.3,0.4,0.6,0.7,0.0,0.0
8894,150,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
7190,150,0.2,0.2,0.2,0.2,0.3,0.5,0.4,0.0,0.0
4703,50,0.2,0.2,0.3,0.3,0.5,0.8,0.9,0.0,0.0
9484,350,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.0,0.0
7427,2150,0.1,0.1,0.2,0.2,0.3,0.4,0.7,0.0,0.0
911,50,0.4,0.4,0.4,0.5,0.6,0.8,0.8,0.0,0.0
7314,50,0.4,0.5,0.5,0.6,0.8,0.9,0.9,0.0,0.0
3352,450,0.1,0.1,0.2,0.2,0.2,0.4,0.5,0.0,0.0
106,100,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
5035,1650,0.1,0.1,0.1,0.2,0.3,0.4,0.7,0.0,0.0
2858,200,0.1,0.1,0.1,0.2,0.3,0.4,0.1,0.0,0.0
5618,50,0.2,0.2,0.2,0.2,0.4,0.8,0.9,0.0,0.0
4353,100,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.0,0.0
8131,50,0.3,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
3024,2300,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
4963,250,0.2,0.2,0.2,0.2,0.3,0.4,0.7,0.0,0.0
2167,900,0.1,0.1,0.1,0.1,0.2,0.4,0.2,0.0,0.0
9246,50,0.2,0.3,0.3,0.4,0.6,0.8,0.9,0.0,0.0
3534,1000,0.2,0.2,0.2,0.2,0.3,0.5,0.6,0.0,0.0
9274,50,0.2,0.2,0.2,0.3,0.4,0.7,0.8,0.0,0.0
3009,100,0.2,0.2,0.2,0.2,0.3,0.5,0.7,0.0,0.0
387,50,0.4,0.4,0.4,0.5,0.8,0.9,0.9,0.9,0.9
8608,2250,0.2,0.2,0.2,0.2,0.3,0.5,0.3,0.0,0.0
6325,250,0.2,0.2,0.2,0.3,0.4,0.5,0.7,0.0,0.0
8411,3450,0.2,0.2,0.2,0.2,0.3,0.5,0.0,0.0,0.0
4965,50,0.3,0.3,0.3,0.4,0.6,0.9,0.9,0.0,0.0
4983,50,0.4,0.4,0.5,0.5,0.6,0.8,0.9,0.0,0.0
5706,1900,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.0,0.0
1204,50,0.2,0.3,0.3,0.3,0.5,0.8,0.9,0.0,0.0
3048,50,0.3,0.3,0.4,0.4,0.6,0.8,0.8,0.0,0.0
6270,50,0.4,0.4,0.4,0.5,0.7,0.8,0.9,0.0,0.0
1110,100,0.3,0.3,0.3,0.4,0.5,0.8,0.9,0.0,0.0
45,50,0.3,0.3,0.3,0.3,0.4,0.6,0.7,0.0,0.0
957,50,0.3,0.4,0.4,0.5,0.6,0.8,0.9,0.0,0.0
752,100,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.0,0.0
8574,5000,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.0
3415,50,0.5,0.5,0.5,0.6,0.7,0.8,0.9,0.2,0.0
6189,50,0.3,0.3,0.3,0.3,0.4,0.6,0.8,0.0,0.0
7412,150,0.2,0.2,0.2,0.3,0.4,0.6,0.8,0.0,0.0
1920,100,0.3,0.3,0.3,0.3,0.5,0.7,0.9,0.0,0.0
