query_idx,ef_true,MR_gauss_5,MR_log
6636,250,0.466677,0.338275
2003,50,0.523066,0.513206
4221,3400,0.229302,0.202734
8874,400,0.244874,0.284976
3803,50,0.74044,0.693577
1968,200,0.335245,0.292927
7076,100,0.463793,0.23586
9318,450,0.313242,0.310106
8337,50,0.436081,0.411271
1007,1250,0.251959,0.234032
2883,2000,0.220279,0.229854
8153,200,0.21327,0.281712
7424,300,0.210189,0.197998
294,1100,0.364869,0.363571
6397,50,0.60838,0.517421
3183,100,0.395189,0.295486
8275,950,0.226898,0.252834
5636,50,0.554785,0.398678
5895,50,0.616893,0.46331
2150,1750,0.225331,0.209311
714,50,0.624746,0.472468
92,150,0.363067,0.24145
2577,50,0.772727,0.705221
4779,150,0.254579,0.24338
7862,1650,0.206578,0.220188
9615,100,0.371448,0.249808
9940,5000,0.171917,0.213904
5798,250,0.387237,0.343435
8952,800,0.167662,0.223838
108,50,0.652536,0.562244
6951,100,0.362351,0.254781
1284,1050,0.23772,0.212129
1971,50,0.663533,0.505237
4746,2950,0.221505,0.265238
6080,250,0.287839,0.17833
8429,5000,0.231599,0.255187
3583,50,0.394632,0.332461
7141,2350,0.390376,0.359513
965,150,0.251877,0.246831
6707,150,0.43668,0.318048
6841,50,0.554615,0.361351
6133,650,0.160005,0.244257
3542,2450,0.236509,0.213789
5039,50,0.379479,0.196886
5334,50,0.669383,0.619038
4272,550,0.387278,0.306689
8135,800,0.291359,0.246045
1186,3600,0.25642,0.261857
227,150,0.455396,0.329631
6321,150,0.47631,0.33021
7799,4700,0.184837,0.199283
9672,1650,0.253144,0.27765
9525,50,0.589374,0.547347
6595,50,0.562148,0.440382
7365,150,0.378475,0.284703
446,3150,0.287092,0.20621
8629,100,0.347601,0.278035
7869,1150,0.23529,0.263788
5148,50,0.757805,0.576649
1753,50,0.495901,0.425249
293,2550,0.305387,0.284897
2603,50,0.525389,0.430424
7859,600,0.391558,0.232803
2723,750,0.20644,0.246549
3617,1300,0.345135,0.300722
3043,350,0.300002,0.322874
1399,50,0.46453,0.443543
7688,3050,0.251687,0.217193
8660,50,0.595321,0.530676
1852,750,0.42655,0.31212
923,150,0.306484,0.319549
233,150,0.369703,0.224568
5991,600,0.290367,0.2098
6117,150,0.328508,0.286038
1550,100,0.42655,0.36931
9749,50,0.544084,0.448886
4649,50,0.57065,0.397484
1434,150,0.443975,0.320472
3278,1550,0.183248,0.225259
2371,50,0.600735,0.442306
1103,50,0.46135,0.369894
8213,50,0.345142,0.362037
3545,150,0.475571,0.424483
5327,50,0.402745,0.302914
2903,2000,0.358614,0.33865
4562,100,0.286735,0.227814
9008,1250,0.200694,0.190845
3869,1250,0.177595,0.178455
4529,50,0.543613,0.462506
3493,750,0.239798,0.26024
8161,50,0.409187,0.30152
5621,50,0.507693,0.388633
9228,100,0.418905,0.33227
6504,2850,0.185909,0.208657
8019,50,0.689874,0.598712
4699,50,0.401228,0.360401
8944,2550,0.305334,0.273555
9509,50,0.706506,0.5348
5385,400,0.444793,0.419659
6477,800,0.234971,0.201538
9858,100,0.519072,0.388064
2902,50,0.498947,0.389972
6667,450,0.349237,0.23522
7895,100,0.607802,0.503703
15,100,0.534662,0.280336
5479,50,0.646466,0.661953
9132,50,0.717355,0.589715
6134,150,0.437006,0.373319
1472,1150,0.174588,0.195742
3230,50,0.61767,0.493623
4958,100,0.316623,0.271496
7775,1700,0.206257,0.219887
2764,50,0.308749,0.347832
104,2350,0.170774,0.207434
4736,50,0.674478,0.438628
7201,950,0.542677,0.492174
7863,150,0.334853,0.325528
2963,200,0.327868,0.280578
4866,300,0.438157,0.364887
5535,50,0.574082,0.459895
8350,200,0.340952,0.299464
6740,850,0.324003,0.224737
3186,100,0.247916,0.218621
8419,50,0.683481,0.641011
1002,100,0.511996,0.34045
8682,450,0.19644,0.224502
5654,50,0.397251,0.404004
266,350,0.348774,0.261761
8755,50,0.678249,0.580754
6248,1300,0.199507,0.222432
6385,50,0.34205,0.265964
1868,50,0.686152,0.608438
1076,150,0.388283,0.194963
2403,50,0.56476,0.479829
6005,50,0.550259,0.365988
1891,550,0.238232,0.235279
5132,50,0.307654,0.248261
6691,1350,0.208158,0.294402
7741,250,0.5872,0.413847
4016,550,0.299738,0.336606
8168,100,0.435388,0.219869
8514,100,0.508254,0.451668
9369,50,0.54265,0.378376
6400,50,0.509552,0.506365
706,100,0.480853,0.399177
9605,2100,0.314516,0.207328
8620,5000,0.168259,0.226057
5953,5000,0.150412,0.177042
3688,50,0.585827,0.439073
7253,600,0.182244,0.220071
6376,50,0.443273,0.290399
451,5000,0.200459,0.254931
9535,50,0.633485,0.486395
996,450,0.300445,0.301033
9262,50,0.522778,0.358774
3179,150,0.500965,0.361738
1916,3300,0.26122,0.26967
9622,2000,0.152399,0.219569
5900,50,0.737612,0.54219
9092,50,0.516284,0.343799
9168,5000,0.188271,0.261772
735,100,0.418546,0.32426
2185,1350,0.196658,0.225323
394,50,0.766553,0.540557
4167,50,0.449353,0.417582
866,150,0.405671,0.286014
8678,50,0.45984,0.39578
9152,1950,0.325786,0.34636
5321,50,0.568188,0.46354
9698,300,0.268145,0.287569
2274,50,0.369076,0.299756
8269,700,0.360042,0.329739
8391,850,0.211563,0.224369
2687,300,0.287737,0.256298
8523,50,0.408328,0.294266
2950,4400,0.181412,0.188885
1924,50,0.62836,0.574079
2443,5000,0.308807,0.33019
2740,50,0.359962,0.294743
4931,750,0.213463,0.202556
8779,50,0.655616,0.612164
2126,1000,0.252522,0.290972
53,150,0.296681,0.239226
5489,600,0.339148,0.288173
8691,100,0.481555,0.385619
3880,5000,0.148338,0.210425
7991,300,0.259477,0.215983
7594,1950,0.215125,0.215699
4110,50,0.483346,0.40833
2540,650,0.18335,0.196468
4788,50,0.558653,0.408301
3205,50,0.448714,0.337703
3932,2400,0.519498,0.445086
2011,50,0.435686,0.44364
5342,350,0.249253,0.203233
9665,150,0.314881,0.272092
7272,100,0.300081,0.207376
927,500,0.248385,0.195099
9355,200,0.269467,0.245393
9768,3400,0.229212,0.250198
8812,950,0.181591,0.287706
4884,50,0.468794,0.323732
335,750,0.185786,0.191754
6635,600,0.334122,0.404786
4883,50,0.518481,0.419025
1394,5000,0.167565,0.207717
8545,50,0.385552,0.265842
127,1700,0.219976,0.225672
3831,50,0.627886,0.474928
4950,50,0.694283,0.545539
763,50,0.739361,0.667521
2457,2000,0.226646,0.238331
7307,100,0.413705,0.347905
2758,750,0.529627,0.408435
324,50,0.707075,0.563825
7680,200,0.385153,0.27868
275,100,0.436983,0.388866
7328,500,0.378375,0.249238
7044,50,0.310217,0.259558
7289,50,0.641797,0.554373
5305,200,0.398726,0.281215
6347,450,0.385222,0.308086
9447,1500,0.230009,0.221833
8426,700,0.243209,0.235554
4860,50,0.662838,0.359408
7659,50,0.525011,0.442505
1335,50,0.60771,0.519131
4069,2250,0.285489,0.306722
6039,100,0.342874,0.301107
1714,50,0.40365,0.284507
7965,1800,0.224384,0.284089
2642,50,0.495676,0.365723
1712,50,0.589896,0.421005
1004,50,0.450666,0.495456
9971,1050,0.181492,0.207085
8948,150,0.412713,0.371381
9647,150,0.465562,0.345292
1773,150,0.403577,0.284674
1568,50,0.700892,0.430455
2546,50,0.629703,0.456006
6123,400,0.316482,0.299479
8873,100,0.414193,0.372158
4273,300,0.231383,0.179986
6751,50,0.5336,0.343415
183,1050,0.21916,0.273336
8538,50,0.661989,0.584695
1883,250,0.389561,0.325645
6875,100,0.438984,0.326395
7046,50,0.471584,0.279229
549,250,0.348414,0.260907
1679,100,0.422074,0.268529
5357,100,0.483795,0.198945
1511,200,0.336929,0.261399
8223,50,0.632046,0.466613
7578,700,0.265833,0.220384
7435,750,0.284458,0.228541
9276,50,0.593131,0.554096
3984,250,0.239114,0.217922
2993,4400,0.189803,0.259909
3034,50,0.525243,0.471292
4473,150,0.313736,0.270513
5516,1600,0.259882,0.246872
5572,50,0.498005,0.493376
5530,450,0.272773,0.251768
7580,50,0.499014,0.37607
8963,50,0.483494,0.39364
2234,400,0.387428,0.324533
2560,50,0.526753,0.455148
6852,100,0.454209,0.378998
9973,150,0.283757,0.257766
6431,50,0.585075,0.399363
7700,50,0.432044,0.328039
3879,50,0.699244,0.559973
8469,100,0.450701,0.301776
6754,50,0.639622,0.381465
9583,150,0.243909,0.257697
9557,400,0.234641,0.191541
9013,100,0.387609,0.284743
6555,300,0.281396,0.291413
8256,5000,0.232913,0.25514
8122,3300,0.20153,0.217424
6092,100,0.337074,0.249011
7088,500,0.267345,0.21507
4864,1150,0.233101,0.232444
3743,50,0.601217,0.380514
8415,50,0.441096,0.332494
9364,50,0.477925,0.374172
8674,1450,0.193257,0.217687
6099,100,0.549453,0.401456
6790,1050,0.385907,0.335736
6506,50,0.592616,0.469183
5822,50,0.573484,0.53234
4565,150,0.391732,0.333106
8676,100,0.479264,0.386981
4185,5000,0.346161,0.196347
8253,100,0.303867,0.256028
1295,250,0.273223,0.302544
4929,50,0.543308,0.488526
3839,200,0.399337,0.334583
1189,1350,0.38958,0.369768
2387,500,0.315889,0.296206
6534,50,0.683452,0.526781
659,100,0.257214,0.25505
764,1900,0.281753,0.254735
5716,300,0.290165,0.21751
7231,100,0.327126,0.283848
7533,50,0.518256,0.332922
4943,1350,0.239874,0.239543
7257,100,0.257783,0.268339
1045,350,0.259333,0.255565
232,350,0.21342,0.252873
5944,50,0.752146,0.49742
4648,50,0.569256,0.50963
250,100,0.309684,0.255314
9068,300,0.360725,0.346043
1232,300,0.26359,0.314878
787,50,0.478916,0.373371
5965,50,0.497909,0.436875
357,100,0.372611,0.254001
8215,1800,0.24115,0.214248
4968,50,0.605123,0.523093
6768,1400,0.252313,0.260057
8,50,0.572083,0.47853
1422,100,0.50424,0.352168
8210,50,0.481066,0.41441
1581,50,0.394529,0.362602
8744,300,0.239951,0.26838
5547,50,0.395229,0.336283
545,50,0.286615,0.28458
1962,100,0.463978,0.32334
1927,2600,0.157104,0.175664
7883,550,0.222921,0.219409
1187,200,0.272898,0.252248
6267,850,0.373425,0.343281
4820,50,0.524365,0.389516
2675,100,0.342596,0.283392
6231,150,0.451152,0.371095
1237,50,0.44087,0.337258
8820,100,0.325284,0.259335
3945,500,0.218024,0.231299
6466,50,0.737334,0.545483
2930,1300,0.28544,0.256229
7358,50,0.494745,0.338134
4509,100,0.527784,0.374687
2986,50,0.511525,0.505471
886,4850,0.221433,0.182971
8288,100,0.404268,0.368335
7360,600,0.352236,0.24488
9020,3600,0.195281,0.282235
4394,100,0.401204,0.392449
2114,50,0.367504,0.305349
1421,2050,0.190709,0.208494
7558,450,0.247345,0.218589
7613,50,0.499797,0.295445
1283,50,0.600345,0.423696
9201,2050,0.195493,0.222276
9112,50,0.476273,0.347881
4976,400,0.260861,0.27093
3671,50,0.796692,0.68601
834,400,0.418235,0.275536
7789,250,0.314374,0.260092
5638,350,0.263213,0.201338
5582,100,0.362254,0.312927
2128,150,0.245866,0.239011
6909,50,0.588058,0.51348
4112,550,0.33829,0.339587
448,1450,0.228335,0.178458
8925,150,0.244892,0.27479
8321,50,0.508381,0.397694
9211,1200,0.192494,0.197438
1760,50,0.52899,0.491602
5830,1500,0.352773,0.344641
4500,100,0.306527,0.264535
860,5000,0.213219,0.221202
3159,50,0.770716,0.710463
8037,50,0.386385,0.374069
781,250,0.318602,0.261448
9151,700,0.205833,0.233484
268,50,0.412997,0.439525
823,200,0.433669,0.383292
3910,350,0.428614,0.432387
4121,50,0.439867,0.425634
2250,1000,0.231778,0.219381
2554,50,0.679504,0.627098
4256,150,0.221126,0.236851
6640,600,0.39193,0.269192
552,1000,0.24526,0.227621
3364,50,0.57834,0.524592
4449,50,0.55131,0.300416
6705,200,0.309034,0.237625
4398,1650,0.253373,0.223507
4600,100,0.359748,0.278513
8894,150,0.384295,0.326505
7190,150,0.329052,0.249195
4703,50,0.519728,0.505261
9484,350,0.262496,0.226536
7427,2150,0.263622,0.269949
911,50,0.619527,0.446725
7314,50,0.76324,0.631309
3352,450,0.24441,0.213127
106,100,0.373762,0.220295
5035,1650,0.266811,0.247076
2858,200,0.25825,0.261723
5618,50,0.421221,0.351076
4353,100,0.455572,0.334393
8131,50,0.411685,0.334247
3024,2300,0.338662,0.306429
4963,250,0.30588,0.204027
2167,900,0.224121,0.216226
9246,50,0.603816,0.48355
3534,1000,0.326593,0.245754
9274,50,0.426911,0.397431
3009,100,0.316827,0.287194
387,50,0.79283,0.67942
8608,2250,0.344987,0.246426
6325,250,0.363432,0.341606
8411,3450,0.330149,0.24886
4965,50,0.63432,0.490603
4983,50,0.626304,0.481463
5706,1900,0.208403,0.170103
1204,50,0.486048,0.435309
3048,50,0.599377,0.485091
6270,50,0.650137,0.444088
1110,100,0.533983,0.508938
45,50,0.449498,0.205931
957,50,0.621004,0.552543
752,100,0.454307,0.278467
8574,5000,0.176925,0.210926
3415,50,0.675491,0.528176
6189,50,0.447187,0.404155
7412,150,0.405761,0.346839
1920,100,0.475563,0.42479
4783,100,0.316798,0.266083
6233,1150,0.255241,0.281584
6490,50,0.599528,0.562962
2147,200,0.274104,0.232627
7423,250,0.360745,0.302884
8141,50,0.52056,0.438497
1107,50,0.636238,0.519082
7179,50,0.404319,0.344024
964,100,0.421023,0.27196
6230,200,0.364629,0.324043
8635,100,0.342313,0.285992
2734,50,0.336836,0.408637
5578,50,0.610934,0.491856
6999,50,0.574237,0.453235
3110,50,0.518046,0.484756
4925,50,0.420796,0.309875
7771,100,0.518906,0.308618
5184,50,0.656094,0.537191
2947,50,0.846902,0.806954
931,1050,0.138315,0.18421
1809,800,0.351119,0.238606
3580,5000,0.191688,0.193298
6502,50,0.785563,0.662827
7481,50,0.786336,0.656669
4531,50,0.545951,0.425623
970,1800,0.18771,0.23226
1812,2450,0.415471,0.377774
4902,50,0.504965,0.441272
4655,100,0.56129,0.401671
6786,100,0.38623,0.292384
8628,50,0.72277,0.473029
9892,50,0.504435,0.335007
5840,500,0.229406,0.189214
8144,1300,0.305056,0.29231
7701,50,0.334638,0.454041
8279,50,0.646728,0.610435
2270,1300,0.288856,0.241931
1294,50,0.500873,0.450052
8857,1100,0.512225,0.456083
9788,50,0.479327,0.388207
9219,100,0.496517,0.349541
8731,50,0.673833,0.618247
9239,650,0.300179,0.267235
9180,50,0.681629,0.514696
7142,50,0.569433,0.494011
7369,350,0.188153,0.200995
8964,2500,0.179973,0.215498
8907,3800,0.244221,0.259456
3105,5000,0.203787,0.231976
7320,500,0.305713,0.297968
4248,450,0.440874,0.319784
575,2850,0.193764,0.21708
8542,50,0.593304,0.421837
4140,1000,0.205123,0.194085
153,50,0.51879,0.491358
4063,300,0.201576,0.183204
2243,250,0.40323,0.318538
9380,50,0.435714,0.327403
8847,200,0.317394,0.351915
5356,50,0.476634,0.46451
5000,900,0.251934,0.248856
8530,50,0.782779,0.617005
5838,1300,0.272909,0.244848
7661,50,0.639012,0.585677
5679,2400,0.288022,0.2907
9890,300,0.325427,0.321053
1460,900,0.188883,0.253611
2431,1050,0.514199,0.417837
2132,4600,0.213301,0.195674
6633,50,0.452464,0.397199
1095,50,0.445085,0.319098
216,50,0.383029,0.3457
8056,500,0.25389,0.246473
117,350,0.324125,0.245017
6561,3150,0.200171,0.299297
4899,100,0.329102,0.25866
9729,50,0.587945,0.418034
8231,50,0.538705,0.448446
6419,50,0.535507,0.411849
5579,100,0.438482,0.432316
7835,5000,0.269023,0.206154
78,200,0.251318,0.254425
3532,400,0.332852,0.232454
7467,100,0.465116,0.436271
1858,50,0.702518,0.571302
4617,1850,0.235167,0.239458
5158,3350,0.302593,0.259823
9519,50,0.623507,0.439651
9147,150,0.303388,0.249437
9976,50,0.593562,0.504548
2886,50,0.545267,0.430937
4084,150,0.330137,0.199033
4901,4050,0.459646,0.386909
4029,2800,0.249228,0.232321
6939,50,0.503239,0.328503
6714,200,0.399381,0.246159
8704,350,0.304484,0.298147
213,50,0.417029,0.265988
6007,1050,0.222563,0.243626
9855,900,0.545341,0.399827
4869,600,0.193941,0.208098
6152,50,0.55754,0.485616
9328,550,0.213484,0.21751
4912,350,0.322058,0.24313
4309,900,0.203124,0.22322
6836,450,0.308048,0.232088
9862,50,0.503247,0.275659
9129,5000,0.212617,0.179713
4100,2100,0.282438,0.211001
3202,2700,0.523438,0.357517
6950,3550,0.260646,0.271687
6288,100,0.307186,0.352069
7556,5000,0.182119,0.192392
7116,250,0.300339,0.243095
9736,50,0.406378,0.378982
4811,150,0.491751,0.401387
3409,50,0.581835,0.391978
7488,50,0.482144,0.326478
6607,5000,0.23183,0.312293
1719,100,0.462716,0.419045
1381,300,0.242483,0.27556
920,950,0.205151,0.275809
2828,50,0.655232,0.524409
7614,150,0.319645,0.302736
4085,50,0.749429,0.625579
6067,300,0.258707,0.252428
611,100,0.284073,0.244379
9574,50,0.811607,0.726472
8119,4400,0.303173,0.32561
6403,50,0.506232,0.42943
7496,200,0.328119,0.271684
9838,50,0.599385,0.492202
3665,3950,0.145851,0.177578
7368,100,0.470906,0.423116
5731,2600,0.180401,0.183862
4745,50,0.625983,0.46488
783,700,0.340994,0.312599
5326,200,0.238845,0.204051
9568,50,0.610589,0.516026
4117,50,0.775289,0.64036
4087,300,0.353956,0.28551
7037,50,0.525573,0.393396
3973,200,0.33198,0.28297
7073,100,0.451207,0.337109
3627,950,0.283297,0.36594
6050,1800,0.312214,0.287022
2727,100,0.282919,0.209207
1598,1650,0.237709,0.180024
6119,400,0.258212,0.267407
6825,1350,0.178685,0.218109
2454,50,0.490331,0.41337
2012,100,0.606688,0.551233
9224,50,0.547759,0.385741
6954,750,0.254867,0.258659
7604,50,0.633059,0.513757
1383,50,0.31245,0.332179
2001,250,0.277958,0.227784
5190,200,0.310212,0.19532
9343,150,0.309243,0.210108
3229,550,0.406011,0.226888
4850,50,0.623906,0.492501
5947,650,0.31795,0.296457
436,150,0.307589,0.295607
8559,50,0.748732,0.502685
1280,300,0.278102,0.25714
6539,300,0.317058,0.333782
5463,50,0.665583,0.52615
8896,1300,0.259192,0.208306
678,50,0.514247,0.506984
5597,200,0.539534,0.371535
5113,50,0.446338,0.381214
7096,2650,0.188078,0.210992
466,800,0.165944,0.213945
1106,600,0.325928,0.254738
7794,100,0.3778,0.326938
1282,200,0.264246,0.158229
8104,150,0.289027,0.239345
7248,100,0.352973,0.334439
9182,50,0.544221,0.504231
8624,50,0.511367,0.40931
7669,50,0.531085,0.428706
253,2050,0.152596,0.198019
9040,50,0.504155,0.364825
6118,150,0.378998,0.276039
9798,3100,0.305659,0.252823
5620,450,0.31791,0.207921
7774,50,0.540478,0.485227
3553,300,0.223753,0.212682
5247,100,0.391486,0.350801
7090,150,0.393836,0.362106
2958,400,0.258587,0.273982
8590,150,0.37614,0.295203
8728,50,0.678983,0.506457
837,100,0.575182,0.439149
4292,50,0.477073,0.312433
593,50,0.42679,0.346681
3550,2600,0.200185,0.232803
5194,50,0.594958,0.354553
501,100,0.575426,0.444657
6249,50,0.408174,0.363742
7753,350,0.339104,0.308884
3005,550,0.288185,0.267174
1928,50,0.62298,0.529213
5090,50,0.640454,0.541779
670,1300,0.186106,0.232467
4853,50,0.623124,0.56333
4099,50,0.757087,0.628854
3075,100,0.421459,0.267353
4807,1450,0.300009,0.198617
9413,50,0.662437,0.534573
5948,50,0.631654,0.490675
6299,100,0.535327,0.386357
8196,50,0.537971,0.330713
5185,250,0.234824,0.233307
3252,50,0.691856,0.55733
1122,100,0.363893,0.261865
4424,100,0.368447,0.252278
9089,250,0.217325,0.217164
1520,50,0.501449,0.408577
8786,400,0.655283,0.375957
5355,50,0.434778,0.323663
5309,50,0.675058,0.634362
8930,50,0.541658,0.47969
9481,400,0.291974,0.239086
9800,50,0.393692,0.306179
7925,150,0.440391,0.288429
6433,50,0.438299,0.408151
1633,3800,0.262053,0.304235
1300,900,0.233392,0.263473
9931,50,0.587362,0.531607
5754,400,0.259619,0.287502
2418,50,0.733623,0.585222
7787,2550,0.175795,0.235861
7312,1350,0.205429,0.277614
604,50,0.427048,0.334903
2344,5000,0.187576,0.223286
5934,2550,0.253788,0.199231
8830,50,0.614154,0.509212
3548,200,0.360607,0.342012
9066,50,0.603267,0.436493
5434,350,0.36161,0.266753
7783,350,0.335058,0.302546
5328,100,0.505431,0.364529
1875,100,0.540652,0.481381
3530,150,0.474902,0.341647
1333,300,0.233731,0.25489
289,50,0.69685,0.595839
5777,50,0.713333,0.525505
2770,50,0.604039,0.453362
8661,100,0.299159,0.297627
403,100,0.314693,0.312325
6210,100,0.298968,0.224907
5860,550,0.334984,0.223132
5958,450,0.304161,0.256686
4067,100,0.42864,0.383078
2328,4750,0.200051,0.201054
2593,250,0.234262,0.237302
103,100,0.339244,0.252847
4650,250,0.350374,0.316944
9986,100,0.393259,0.341812
9311,50,0.575733,0.515861
715,400,0.343452,0.297845
1398,500,0.288997,0.177016
6116,650,0.309714,0.289134
9745,1150,0.192451,0.207777
9960,50,0.54271,0.429569
1726,2000,0.14665,0.182641
7416,200,0.342262,0.354842
1605,300,0.253278,0.236259
3217,50,0.553,0.377414
1604,100,0.309475,0.355968
3307,50,0.478537,0.436867
8564,50,0.370891,0.317617
6618,50,0.591781,0.481739
7056,100,0.470093,0.381233
7970,150,0.360716,0.296949
3835,250,0.274232,0.281922
9935,50,0.653051,0.51861
5180,50,0.576372,0.426905
4812,300,0.297447,0.260379
8936,50,0.438204,0.319306
6748,50,0.378347,0.29333
7282,50,0.695268,0.588851
7083,50,0.619215,0.517462
599,50,0.533622,0.445349
8018,100,0.24453,0.262493
6611,50,0.477632,0.341993
7028,50,0.350372,0.321548
7717,1450,0.186324,0.174599
8325,50,0.446544,0.401905
3837,50,0.457792,0.304447
8102,200,0.300799,0.246422
5415,50,0.419289,0.382134
6031,1450,0.332902,0.321817
906,100,0.407922,0.245554
4710,1000,0.422276,0.272543
8308,200,0.495447,0.430417
5131,4400,0.207991,0.219789
2510,50,0.53937,0.458617
6486,450,0.349209,0.320133
7931,150,0.510993,0.32848
6429,150,0.312439,0.240581
1060,300,0.28679,0.269708
6834,5000,0.193654,0.243558
1603,50,0.670609,0.490194
2568,5000,0.211173,0.242294
5374,700,0.311669,0.250988
1391,50,0.641534,0.554182
7306,400,0.248486,0.231239
4147,150,0.234874,0.200337
3076,750,0.283162,0.206407
8255,500,0.276126,0.236355
2563,300,0.384392,0.306164
4454,5000,0.185968,0.236136
5395,150,0.355587,0.332733
9603,2650,0.266622,0.318232
3149,50,0.393189,0.38384
7413,50,0.541161,0.37254
1112,50,0.697688,0.553451
1286,50,0.434624,0.288971
54,100,0.349596,0.31918
3970,850,0.34799,0.318391
1426,100,0.394477,0.367121
2917,150,0.381987,0.291016
4573,150,0.49298,0.360911
319,1150,0.168831,0.199671
589,50,0.636838,0.523432
3283,50,0.631491,0.622226
6235,200,0.314251,0.276407
6180,5000,0.194478,0.240717
5,200,0.282876,0.264724
1820,2350,0.192716,0.223273
6335,550,0.369811,0.285941
7759,50,0.560878,0.441478
5462,50,0.499188,0.426048
4408,50,0.60071,0.292094
2016,50,0.449966,0.425355
775,2550,0.311765,0.29519
3621,250,0.279503,0.275495
8637,50,0.584494,0.448
2898,550,0.336997,0.183802
1322,50,0.495564,0.343098
3180,100,0.353016,0.236365
5928,50,0.639619,0.418617
2420,2000,0.25759,0.284285
5890,50,0.565694,0.475989
5937,100,0.678271,0.557902
5844,650,0.277784,0.220005
399,50,0.823475,0.696986
2843,100,0.477701,0.286028
5026,50,0.270559,0.271025
316,50,0.337364,0.252827
9702,100,0.409192,0.339697
5886,250,0.431218,0.311157
801,50,0.763643,0.655492
9046,50,0.560864,0.417006
4913,50,0.489243,0.450445
5114,50,0.309912,0.284346
6282,50,0.387848,0.342401
530,50,0.45484,0.390206
6994,150,0.435824,0.280433
8290,50,0.420782,0.369819
5661,500,0.297999,0.275244
2341,300,0.191329,0.213631
7049,250,0.269657,0.229794
8705,50,0.479849,0.354395
720,50,0.58821,0.483364
5906,50,0.617132,0.490654
7199,150,0.419075,0.365604
1672,650,0.246895,0.175742
7378,4350,0.20063,0.21409
1837,50,0.617356,0.514869
370,50,0.567191,0.455415
4092,100,0.35548,0.380404
1057,400,0.261058,0.20753
16,50,0.860599,0.765964
7714,3350,0.152526,0.212134
566,200,0.30662,0.245592
9757,350,0.379642,0.35669
7029,50,0.536681,0.447105
7333,50,0.381088,0.267561
5484,2200,0.175958,0.185515
6222,700,0.484191,0.310103
666,50,0.593215,0.514469
5718,50,0.562756,0.395088
3515,50,0.67042,0.532662
5362,50,0.692138,0.608558
9871,50,0.512618,0.430181
7080,200,0.270232,0.198333
6670,50,0.66951,0.519952
3468,800,0.301547,0.24781
8615,550,0.223185,0.244233
3659,200,0.304708,0.233178
20,2300,0.299426,0.295535
6302,50,0.448955,0.333819
7681,100,0.423054,0.285879
7943,100,0.367564,0.354056
428,450,0.395187,0.353182
3429,50,0.756603,0.668242
3046,1700,0.220757,0.233563
8182,50,0.343422,0.222617
4125,200,0.227632,0.235627
6026,50,0.518954,0.383603
623,50,0.782262,0.614442
2195,50,0.411518,0.320836
8913,5000,0.268845,0.254895
3131,2000,0.219388,0.236608
3607,50,0.246312,0.27644
3589,100,0.642352,0.436483
8148,1800,0.189552,0.211093
3465,1550,0.244979,0.228188
201,400,0.253241,0.285625
2068,450,0.235832,0.255195
3697,3450,0.198,0.191153
5178,50,0.437701,0.340511
5881,50,0.577008,0.426947
2480,1100,0.274682,0.283017
9320,100,0.506588,0.461853
4155,50,0.475058,0.293455
5875,50,0.696693,0.615574
7744,1200,0.283773,0.289288
7904,50,0.502813,0.385179
2940,100,0.241548,0.303439
5834,50,0.523411,0.43166
6377,50,0.355186,0.300985
9034,100,0.407971,0.291782
8099,50,0.509627,0.462213
2194,50,0.491302,0.448399
4653,50,0.577846,0.500008
3974,100,0.389296,0.337762
8648,50,0.62371,0.500433
440,50,0.737334,0.606534
8097,200,0.286167,0.302867
1611,50,0.548636,0.431282
3496,650,0.262427,0.201071
1639,1350,0.242522,0.234662
7,350,0.198836,0.210293
8920,250,0.214131,0.188667
7366,900,0.329058,0.310143
4854,350,0.370659,0.298092
3049,150,0.546983,0.402716
5209,50,0.489821,0.499059
9802,2750,0.245303,0.274092
5156,150,0.519766,0.378292
519,50,0.513377,0.280584
1488,400,0.261292,0.256315
9105,150,0.214992,0.225842
6857,50,0.55625,0.413006
7350,50,0.392437,0.362815
2769,100,0.278821,0.280699
5396,50,0.535416,0.455634
5276,50,0.622727,0.493825
6209,350,0.197485,0.224759
416,50,0.524069,0.396946
3277,50,0.785812,0.742428
6124,600,0.25269,0.249195
6291,3250,0.142962,0.151931
5691,50,0.525803,0.350985
3975,50,0.456715,0.326759
5861,4500,0.18476,0.204045
798,50,0.563549,0.379158
6053,100,0.497743,0.369987
1071,100,0.312764,0.365968
3258,100,0.330989,0.277781
9024,50,0.620531,0.490248
8927,50,0.437314,0.265617
2760,50,0.586981,0.441524
2049,750,0.281828,0.253557
3543,50,0.359821,0.347374
8260,100,0.385793,0.358584
8357,50,0.554408,0.393905
898,50,0.705592,0.565518
8706,100,0.421605,0.321777
5684,250,0.336489,0.244504
8117,550,0.363747,0.3457
7016,3500,0.314866,0.235178
9254,50,0.480632,0.426602
8730,100,0.32812,0.27544
7047,150,0.276305,0.223919
4980,550,0.335531,0.283192
8157,100,0.394639,0.343615
8993,1650,0.214626,0.19286
472,3650,0.232503,0.223251
1465,250,0.263926,0.249412
838,50,0.591907,0.563255
4018,250,0.343863,0.261613
3645,750,0.212313,0.209776
9604,50,0.631818,0.503287
7896,50,0.508405,0.384349
9714,50,0.667483,0.608451
7526,50,0.500571,0.336449
700,1000,0.320136,0.217658
9694,50,0.658065,0.555074
6414,1950,0.181081,0.22224
5827,50,0.544035,0.446033
