query_idx,ef_true,MR_raw_gauss,MR_univ_gauss
8874,400,0.244874,0.367879
3803,50,0.74044,0.723003
1968,200,0.335245,0.372561
7076,100,0.463793,0.360688
9318,450,0.313242,0.385078
8337,50,0.436081,0.416268
1007,1250,0.251959,0.341857
2883,2000,0.220279,0.320758
8153,200,0.21327,0.31674
7424,300,0.210189,0.272153
294,1100,0.364869,0.429305
6397,50,0.60838,0.587595
3183,100,0.395189,0.356359
8275,950,0.226898,0.309601
5636,50,0.554785,0.422401
5895,50,0.616893,0.565565
2150,1750,0.225331,0.342026
714,50,0.624746,0.530694
92,150,0.363067,0.345535
2577,50,0.772727,0.725355
4779,150,0.254579,0.397031
7862,1650,0.206578,0.173952
9615,100,0.371448,0.326301
9940,5000,0.171917,0.316111
5798,250,0.387237,0.369562
8952,800,0.167662,0.304463
108,50,0.652536,0.502154
6951,100,0.362351,0.312997
1284,1050,0.23772,0.317371
1971,50,0.663533,0.414835
4746,2950,0.221505,0.341319
6080,250,0.287839,0.243807
8429,5000,0.231599,0.320942
3583,50,0.394632,0.373595
7141,2350,0.390376,0.360774
965,150,0.251877,0.362464
6707,150,0.43668,0.382653
6841,50,0.554615,0.498224
6133,650,0.160005,0.342434
3542,2450,0.236509,0.308088
5039,50,0.379479,0.232271
5334,50,0.669383,0.739371
4272,550,0.387278,0.353075
8135,800,0.291359,0.275991
1186,3600,0.25642,0.372151
227,150,0.455396,0.364631
6321,150,0.47631,0.4048
7799,4700,0.184837,0.278789
9672,1650,0.253144,0.437282
9525,50,0.589374,0.687535
6595,50,0.562148,0.605629
7365,150,0.378475,0.281785
446,3150,0.287092,0.217013
8629,100,0.347601,0.382405
7869,1150,0.23529,0.35252
5148,50,0.757805,0.505973
1753,50,0.495901,0.354035
293,2550,0.305387,0.338319
2603,50,0.525389,0.42589
7859,600,0.391558,0.407451
2723,750,0.20644,0.435571
3617,1300,0.345135,0.39503
3043,350,0.300002,0.390753
1399,50,0.46453,0.624245
7688,3050,0.251687,0.337062
8660,50,0.595321,0.469056
1852,750,0.42655,0.364977
923,150,0.306484,0.313569
233,150,0.369703,0.271509
5991,600,0.290367,0.348489
6117,150,0.328508,0.38652
1550,100,0.42655,0.458809
9749,50,0.544084,0.458423
4649,50,0.57065,0.566418
1434,150,0.443975,0.338379
3278,1550,0.183248,0.386591
2371,50,0.600735,0.497693
1103,50,0.46135,0.324344
8213,50,0.345142,0.426993
3545,150,0.475571,0.48899
5327,50,0.402745,0.398964
2903,2000,0.358614,0.464942
4562,100,0.286735,0.342479
9008,1250,0.200694,0.257883
3869,1250,0.177595,0.257237
4529,50,0.543613,0.510538
3493,750,0.239798,0.293529
8161,50,0.409187,0.456324
5621,50,0.507693,0.403753
9228,100,0.418905,0.464932
6504,2850,0.185909,0.349866
8019,50,0.689874,0.667078
4699,50,0.401228,0.431925
8944,2550,0.305334,0.392948
9509,50,0.706506,0.391298
5385,400,0.444793,0.374246
6477,800,0.234971,0.301224
9858,100,0.519072,0.436821
2902,50,0.498947,0.378285
6667,450,0.349237,0.333227
7895,100,0.607802,0.569267
15,100,0.534662,0.339043
5479,50,0.646466,0.771863
9132,50,0.717355,0.591257
6134,150,0.437006,0.35621
1472,1150,0.174588,0.321924
3230,50,0.61767,0.529675
4958,100,0.316623,0.248096
7775,1700,0.206257,0.26494
2764,50,0.308749,0.453282
104,2350,0.170774,0.318896
4736,50,0.674478,0.438927
7201,950,0.542677,0.497405
7863,150,0.334853,0.339636
2963,200,0.327868,0.383836
4866,300,0.438157,0.326917
5535,50,0.574082,0.32761
8350,200,0.340952,0.315791
6740,850,0.324003,0.285207
3186,100,0.247916,0.295819
8419,50,0.683481,0.728857
1002,100,0.511996,0.41665
8682,450,0.19644,0.281512
5654,50,0.397251,0.459428
266,350,0.348774,0.252894
8755,50,0.678249,0.62056
6248,1300,0.199507,0.323675
6385,50,0.34205,0.410227
1868,50,0.686152,0.694569
1076,150,0.388283,0.337082
2403,50,0.56476,0.474505
6005,50,0.550259,0.395098
1891,550,0.238232,0.305629
5132,50,0.307654,0.356284
6691,1350,0.208158,0.42036
7741,250,0.5872,0.343255
4016,550,0.299738,0.357959
8168,100,0.435388,0.196107
8514,100,0.508254,0.597478
9369,50,0.54265,0.374324
6400,50,0.509552,0.604094
706,100,0.480853,0.397461
9605,2100,0.314516,0.27724
8620,5000,0.168259,0.349177
5953,5000,0.150412,0.232916
3688,50,0.585827,0.512061
7253,600,0.182244,0.368133
6376,50,0.443273,0.37381
451,5000,0.200459,0.297755
9535,50,0.633485,0.587829
996,450,0.300445,0.283733
9262,50,0.522778,0.324647
3179,150,0.500965,0.314687
1916,3300,0.26122,0.324695
9622,2000,0.152399,0.339552
5900,50,0.737612,0.510165
9092,50,0.516284,0.466376
9168,5000,0.188271,0.323779
735,100,0.418546,0.348221
2185,1350,0.196658,0.342208
394,50,0.766553,0.542799
4167,50,0.449353,0.329541
866,150,0.405671,0.276571
8678,50,0.45984,0.423281
9152,1950,0.325786,0.400197
5321,50,0.568188,0.455939
9698,300,0.268145,0.357555
2274,50,0.369076,0.379865
8269,700,0.360042,0.331835
8391,850,0.211563,0.364599
2687,300,0.287737,0.346833
8523,50,0.408328,0.376436
2950,4400,0.181412,0.236043
1924,50,0.62836,0.674426
2443,5000,0.308807,0.362791
2740,50,0.359962,0.372572
4931,750,0.213463,0.296158
8779,50,0.655616,0.63972
2126,1000,0.252522,0.297106
53,150,0.296681,0.34395
5489,600,0.339148,0.324967
8691,100,0.481555,0.423637
3880,5000,0.148338,0.324805
7991,300,0.259477,0.320511
7594,1950,0.215125,0.364735
4110,50,0.483346,0.405953
2540,650,0.18335,0.31872
4788,50,0.558653,0.482611
3205,50,0.448714,0.378773
3932,2400,0.519498,0.536328
2011,50,0.435686,0.452947
5342,350,0.249253,0.239618
9665,150,0.314881,0.405298
7272,100,0.300081,0.290267
927,500,0.248385,0.225078
9355,200,0.269467,0.343693
9768,3400,0.229212,0.310589
8812,950,0.181591,0.384369
4884,50,0.468794,0.437243
335,750,0.185786,0.265377
6635,600,0.334122,0.523503
4883,50,0.518481,0.564462
1394,5000,0.167565,0.356685
8545,50,0.385552,0.276629
127,1700,0.219976,0.278625
3831,50,0.627886,0.425837
4950,50,0.694283,0.561891
763,50,0.739361,0.634172
2457,2000,0.226646,0.401822
7307,100,0.413705,0.303457
2758,750,0.529627,0.514374
324,50,0.707075,0.595286
7680,200,0.385153,0.477203
275,100,0.436983,0.425787
7328,500,0.378375,0.335919
7044,50,0.310217,0.397542
7289,50,0.641797,0.445512
5305,200,0.398726,0.391055
6347,450,0.385222,0.396437
9447,1500,0.230009,0.329484
8426,700,0.243209,0.315347
4860,50,0.662838,0.41244
7659,50,0.525011,0.525245
1335,50,0.60771,0.47761
4069,2250,0.285489,0.406171
6039,100,0.342874,0.292071
1714,50,0.40365,0.412978
7965,1800,0.224384,0.376741
2642,50,0.495676,0.314197
1712,50,0.589896,0.498092
1004,50,0.450666,0.65105
9971,1050,0.181492,0.296469
8948,150,0.412713,0.495964
9647,150,0.465562,0.355786
1773,150,0.403577,0.272611
1568,50,0.700892,0.409118
2546,50,0.629703,0.546162
6123,400,0.316482,0.477869
8873,100,0.414193,0.439671
4273,300,0.231383,0.275148
6751,50,0.5336,0.351724
183,1050,0.21916,0.316274
8538,50,0.661989,0.682946
1883,250,0.389561,0.409124
6875,100,0.438984,0.339179
7046,50,0.471584,0.32617
549,250,0.348414,0.22407
1679,100,0.422074,0.386788
5357,100,0.483795,0.268803
1511,200,0.336929,0.293895
8223,50,0.632046,0.552019
7578,700,0.265833,0.254702
7435,750,0.284458,0.289017
9276,50,0.593131,0.632297
3984,250,0.239114,0.326773
2993,4400,0.189803,0.339136
3034,50,0.525243,0.568555
4473,150,0.313736,0.400071
5516,1600,0.259882,0.314372
5572,50,0.498005,0.478842
5530,450,0.272773,0.34532
7580,50,0.499014,0.295671
8963,50,0.483494,0.441697
2234,400,0.387428,0.280874
2560,50,0.526753,0.431216
6852,100,0.454209,0.483992
9973,150,0.283757,0.306852
6431,50,0.585075,0.270524
7700,50,0.432044,0.447166
3879,50,0.699244,0.41562
8469,100,0.450701,0.402297
6754,50,0.639622,0.410215
9583,150,0.243909,0.334517
9557,400,0.234641,0.255927
9013,100,0.387609,0.306417
6555,300,0.281396,0.459607
8256,5000,0.232913,0.239014
8122,3300,0.20153,0.289075
6092,100,0.337074,0.404774
7088,500,0.267345,0.353183
4864,1150,0.233101,0.341332
3743,50,0.601217,0.326151
8415,50,0.441096,0.367331
9364,50,0.477925,0.568234
8674,1450,0.193257,0.326975
6099,100,0.549453,0.483466
6790,1050,0.385907,0.516862
6506,50,0.592616,0.562658
5822,50,0.573484,0.529247
4565,150,0.391732,0.328481
8676,100,0.479264,0.513689
4185,5000,0.346161,0.299378
8253,100,0.303867,0.287602
1295,250,0.273223,0.393083
4929,50,0.543308,0.661688
3839,200,0.399337,0.501676
1189,1350,0.38958,0.504139
2387,500,0.315889,0.372037
6534,50,0.683452,0.600069
659,100,0.257214,0.27757
764,1900,0.281753,0.247206
5716,300,0.290165,0.287056
7231,100,0.327126,0.271702
7533,50,0.518256,0.375662
4943,1350,0.239874,0.337545
7257,100,0.257783,0.413484
1045,350,0.259333,0.30943
232,350,0.21342,0.347342
5944,50,0.752146,0.473379
4648,50,0.569256,0.553387
250,100,0.309684,0.282228
9068,300,0.360725,0.363098
1232,300,0.26359,0.361081
787,50,0.478916,0.533103
5965,50,0.497909,0.327637
357,100,0.372611,0.394046
8215,1800,0.24115,0.294778
4968,50,0.605123,0.465673
6768,1400,0.252313,0.40765
8,50,0.572083,0.471321
1422,100,0.50424,0.379907
8210,50,0.481066,0.401312
1581,50,0.394529,0.385925
8744,300,0.239951,0.390962
5547,50,0.395229,0.424223
545,50,0.286615,0.322019
1962,100,0.463978,0.340355
1927,2600,0.157104,0.293247
7883,550,0.222921,0.308238
1187,200,0.272898,0.305457
6267,850,0.373425,0.344823
4820,50,0.524365,0.492515
2675,100,0.342596,0.455552
6231,150,0.451152,0.398835
1237,50,0.44087,0.392889
8820,100,0.325284,0.283385
3945,500,0.218024,0.342466
6466,50,0.737334,0.433352
2930,1300,0.28544,0.46257
7358,50,0.494745,0.484146
4509,100,0.527784,0.451373
2986,50,0.511525,0.550923
886,4850,0.221433,0.269002
8288,100,0.404268,0.503801
7360,600,0.352236,0.328309
9020,3600,0.195281,0.37416
4394,100,0.401204,0.465079
2114,50,0.367504,0.313025
1421,2050,0.190709,0.259946
7558,450,0.247345,0.296471
7613,50,0.499797,0.349282
1283,50,0.600345,0.508133
9201,2050,0.195493,0.312219
9112,50,0.476273,0.402991
4976,400,0.260861,0.416942
3671,50,0.796692,0.701293
834,400,0.418235,0.297347
7789,250,0.314374,0.349458
5638,350,0.263213,0.284964
5582,100,0.362254,0.459639
2128,150,0.245866,0.362704
6909,50,0.588058,0.50864
4112,550,0.33829,0.359912
448,1450,0.228335,0.337537
8925,150,0.244892,0.276598
8321,50,0.508381,0.457518
9211,1200,0.192494,0.283622
1760,50,0.52899,0.46216
5830,1500,0.352773,0.435686
4500,100,0.306527,0.402866
860,5000,0.213219,0.334021
3159,50,0.770716,0.760555
8037,50,0.386385,0.399833
781,250,0.318602,0.411041
9151,700,0.205833,0.304766
268,50,0.412997,0.53343
823,200,0.433669,0.341401
3910,350,0.428614,0.404197
4121,50,0.439867,0.396174
2250,1000,0.231778,0.320687
2554,50,0.679504,0.673507
4256,150,0.221126,0.35633
6640,600,0.39193,0.406338
552,1000,0.24526,0.242829
3364,50,0.57834,0.658404
4449,50,0.55131,0.481447
6705,200,0.309034,0.31216
4398,1650,0.253373,0.300565
4600,100,0.359748,0.273886
8894,150,0.384295,0.316503
7190,150,0.329052,0.288064
4703,50,0.519728,0.560622
9484,350,0.262496,0.249721
7427,2150,0.263622,0.38602
911,50,0.619527,0.481161
7314,50,0.76324,0.670533
3352,450,0.24441,0.251044
106,100,0.373762,0.398012
5035,1650,0.266811,0.344798
2858,200,0.25825,0.379327
5618,50,0.421221,0.337882
4353,100,0.455572,0.402434
8131,50,0.411685,0.456916
3024,2300,0.338662,0.389363
4963,250,0.30588,0.29376
2167,900,0.224121,0.259382
9246,50,0.603816,0.446309
3534,1000,0.326593,0.369651
9274,50,0.426911,0.387018
3009,100,0.316827,0.380003
387,50,0.79283,0.668136
8608,2250,0.344987,0.277143
6325,250,0.363432,0.405827
8411,3450,0.330149,0.355529
4965,50,0.63432,0.418041
4983,50,0.626304,0.464007
5706,1900,0.208403,0.220728
1204,50,0.486048,0.466993
3048,50,0.599377,0.504781
6270,50,0.650137,0.409354
1110,100,0.533983,0.571928
45,50,0.449498,0.275812
957,50,0.621004,0.655898
752,100,0.454307,0.455185
8574,5000,0.176925,0.348924
3415,50,0.675491,0.607662
6189,50,0.447187,0.585774
7412,150,0.405761,0.486527
1920,100,0.475563,0.528117
4783,100,0.316798,0.382024
6233,1150,0.255241,0.426382
6490,50,0.599528,0.602141
2147,200,0.274104,0.320744
7423,250,0.360745,0.446132
8141,50,0.52056,0.412746
1107,50,0.636238,0.627101
7179,50,0.404319,0.472374
964,100,0.421023,0.376406
6230,200,0.364629,0.280639
8635,100,0.342313,0.413283
2734,50,0.336836,0.562372
5578,50,0.610934,0.52848
6999,50,0.574237,0.520235
3110,50,0.518046,0.544213
4925,50,0.420796,0.392731
7771,100,0.518906,0.360551
5184,50,0.656094,0.673088
2947,50,0.846902,0.82751
931,1050,0.138315,0.264961
1809,800,0.351119,0.285653
3580,5000,0.191688,0.27964
6502,50,0.785563,0.70606
7481,50,0.786336,0.692289
4531,50,0.545951,0.513944
970,1800,0.18771,0.374715
1812,2450,0.415471,0.428407
4902,50,0.504965,0.564455
4655,100,0.56129,0.43595
6786,100,0.38623,0.279221
8628,50,0.72277,0.485569
9892,50,0.504435,0.383078
5840,500,0.229406,0.278743
8144,1300,0.305056,0.431998
7701,50,0.334638,0.558369
8279,50,0.646728,0.60055
2270,1300,0.288856,0.383053
1294,50,0.500873,0.410452
8857,1100,0.512225,0.45489
9788,50,0.479327,0.372843
9219,100,0.496517,0.409288
8731,50,0.673833,0.658072
9239,650,0.300179,0.367058
9180,50,0.681629,0.560434
7142,50,0.569433,0.540222
7369,350,0.188153,0.302196
8964,2500,0.179973,0.319479
8907,3800,0.244221,0.298173
3105,5000,0.203787,0.368185
7320,500,0.305713,0.428391
4248,450,0.440874,0.401209
575,2850,0.193764,0.288282
8542,50,0.593304,0.432235
4140,1000,0.205123,0.278152
153,50,0.51879,0.523771
4063,300,0.201576,0.202662
2243,250,0.40323,0.399813
9380,50,0.435714,0.427186
8847,200,0.317394,0.433937
5356,50,0.476634,0.399665
5000,900,0.251934,0.369085
8530,50,0.782779,0.539545
5838,1300,0.272909,0.337021
7661,50,0.639012,0.66853
5679,2400,0.288022,0.381783
9890,300,0.325427,0.389383
1460,900,0.188883,0.373832
2431,1050,0.514199,0.553059
2132,4600,0.213301,0.289898
6633,50,0.452464,0.460651
1095,50,0.445085,0.305607
216,50,0.383029,0.313023
8056,500,0.25389,0.392394
117,350,0.324125,0.27664
6561,3150,0.200171,0.417218
4899,100,0.329102,0.292979
9729,50,0.587945,0.364183
8231,50,0.538705,0.589593
6419,50,0.535507,0.569685
5579,100,0.438482,0.536337
7835,5000,0.269023,0.240555
78,200,0.251318,0.29872
3532,400,0.332852,0.443401
7467,100,0.465116,0.541794
1858,50,0.702518,0.458811
4617,1850,0.235167,0.368903
5158,3350,0.302593,0.40512
9519,50,0.623507,0.433835
9147,150,0.303388,0.410298
9976,50,0.593562,0.449286
2886,50,0.545267,0.342566
4084,150,0.330137,0.275628
4901,4050,0.459646,0.461823
4029,2800,0.249228,0.362194
6939,50,0.503239,0.393972
6714,200,0.399381,0.275439
8704,350,0.304484,0.425683
213,50,0.417029,0.381446
6007,1050,0.222563,0.418859
9855,900,0.545341,0.418118
4869,600,0.193941,0.291346
6152,50,0.55754,0.597466
9328,550,0.213484,0.323877
4912,350,0.322058,0.372103
4309,900,0.203124,0.338156
6836,450,0.308048,0.325658
9862,50,0.503247,0.433807
9129,5000,0.212617,0.339457
4100,2100,0.282438,0.266683
3202,2700,0.523438,0.312412
6950,3550,0.260646,0.429692
6288,100,0.307186,0.387633
7556,5000,0.182119,0.357124
7116,250,0.300339,0.361227
9736,50,0.406378,0.431008
4811,150,0.491751,0.45798
3409,50,0.581835,0.372238
7488,50,0.482144,0.402783
6607,5000,0.23183,0.45463
1719,100,0.462716,0.43648
1381,300,0.242483,0.407257
920,950,0.205151,0.392683
2828,50,0.655232,0.474258
7614,150,0.319645,0.391493
4085,50,0.749429,0.474742
6067,300,0.258707,0.330346
611,100,0.284073,0.324311
9574,50,0.811607,0.759001
8119,4400,0.303173,0.344658
6403,50,0.506232,0.54096
7496,200,0.328119,0.3868
9838,50,0.599385,0.588343
3665,3950,0.145851,0.25855
7368,100,0.470906,0.455897
5731,2600,0.180401,0.277051
4745,50,0.625983,0.543275
783,700,0.340994,0.339014
5326,200,0.238845,0.314736
9568,50,0.610589,0.64948
4117,50,0.775289,0.690361
4087,300,0.353956,0.399147
7037,50,0.525573,0.30116
3973,200,0.33198,0.421055
7073,100,0.451207,0.404656
3627,950,0.283297,0.336282
6050,1800,0.312214,0.250871
2727,100,0.282919,0.324728
1598,1650,0.237709,0.220973
6119,400,0.258212,0.443963
6825,1350,0.178685,0.282321
2454,50,0.490331,0.475732
2012,100,0.606688,0.665689
9224,50,0.547759,0.475757
6954,750,0.254867,0.316533
7604,50,0.633059,0.466973
1383,50,0.31245,0.425317
2001,250,0.277958,0.271989
5190,200,0.310212,0.287719
9343,150,0.309243,0.265948
3229,550,0.406011,0.330604
4850,50,0.623906,0.501564
5947,650,0.31795,0.392725
436,150,0.307589,0.447003
8559,50,0.748732,0.435494
1280,300,0.278102,0.375162
6539,300,0.317058,0.350576
5463,50,0.665583,0.60206
8896,1300,0.259192,0.277311
678,50,0.514247,0.466875
5597,200,0.539534,0.44748
5113,50,0.446338,0.457123
7096,2650,0.188078,0.27559
466,800,0.165944,0.34136
1106,600,0.325928,0.404805
7794,100,0.3778,0.305487
1282,200,0.264246,0.208355
8104,150,0.289027,0.310338
7248,100,0.352973,0.508351
9182,50,0.544221,0.532455
8624,50,0.511367,0.372089
7669,50,0.531085,0.421126
253,2050,0.152596,0.345433
9040,50,0.504155,0.266063
6118,150,0.378998,0.25169
9798,3100,0.305659,0.333153
5620,450,0.31791,0.340683
7774,50,0.540478,0.592243
3553,300,0.223753,0.315857
5247,100,0.391486,0.466862
7090,150,0.393836,0.455355
2958,400,0.258587,0.32319
8590,150,0.37614,0.294515
8728,50,0.678983,0.462048
837,100,0.575182,0.536075
4292,50,0.477073,0.35201
593,50,0.42679,0.296521
3550,2600,0.200185,0.417734
5194,50,0.594958,0.515245
501,100,0.575426,0.563805
6249,50,0.408174,0.39494
7753,350,0.339104,0.331903
3005,550,0.288185,0.360112
1928,50,0.62298,0.529076
5090,50,0.640454,0.591225
670,1300,0.186106,0.296736
4853,50,0.623124,0.516874
4099,50,0.757087,0.738998
3075,100,0.421459,0.285182
4807,1450,0.300009,0.288906
9413,50,0.662437,0.641842
5948,50,0.631654,0.618638
6299,100,0.535327,0.539566
8196,50,0.537971,0.364352
5185,250,0.234824,0.332373
3252,50,0.691856,0.524685
1122,100,0.363893,0.342881
4424,100,0.368447,0.268263
9089,250,0.217325,0.316665
1520,50,0.501449,0.343418
8786,400,0.655283,0.346127
5355,50,0.434778,0.284518
5309,50,0.675058,0.692878
8930,50,0.541658,0.464315
9481,400,0.291974,0.359699
9800,50,0.393692,0.362531
7925,150,0.440391,0.390677
6433,50,0.438299,0.520732
1633,3800,0.262053,0.382746
1300,900,0.233392,0.410846
9931,50,0.587362,0.665115
5754,400,0.259619,0.344101
2418,50,0.733623,0.611728
7787,2550,0.175795,0.322569
7312,1350,0.205429,0.43822
604,50,0.427048,0.44812
2344,5000,0.187576,0.316965
5934,2550,0.253788,0.198696
8830,50,0.614154,0.623356
3548,200,0.360607,0.408277
9066,50,0.603267,0.435126
5434,350,0.36161,0.309486
7783,350,0.335058,0.397013
5328,100,0.505431,0.311125
1875,100,0.540652,0.429357
3530,150,0.474902,0.423118
1333,300,0.233731,0.410162
289,50,0.69685,0.667596
5777,50,0.713333,0.572942
2770,50,0.604039,0.495629
8661,100,0.299159,0.417963
403,100,0.314693,0.41055
6210,100,0.298968,0.290894
5860,550,0.334984,0.376672
5958,450,0.304161,0.322497
4067,100,0.42864,0.551011
2328,4750,0.200051,0.226
2593,250,0.234262,0.367326
103,100,0.339244,0.420754
4650,250,0.350374,0.263077
9986,100,0.393259,0.482515
9311,50,0.575733,0.396117
715,400,0.343452,0.454471
1398,500,0.288997,0.284372
6116,650,0.309714,0.337906
9745,1150,0.192451,0.33865
9960,50,0.54271,0.316116
1726,2000,0.14665,0.283698
7416,200,0.342262,0.329149
1605,300,0.253278,0.315637
3217,50,0.553,0.431275
1604,100,0.309475,0.409389
3307,50,0.478537,0.491359
8564,50,0.370891,0.270509
6618,50,0.591781,0.466744
7056,100,0.470093,0.473397
7970,150,0.360716,0.26568
3835,250,0.274232,0.388612
9935,50,0.653051,0.638584
5180,50,0.576372,0.453974
4812,300,0.297447,0.295739
8936,50,0.438204,0.389648
6748,50,0.378347,0.300524
7282,50,0.695268,0.639016
7083,50,0.619215,0.600461
599,50,0.533622,0.477934
8018,100,0.24453,0.399562
6611,50,0.477632,0.438011
7028,50,0.350372,0.466248
7717,1450,0.186324,0.291506
8325,50,0.446544,0.475147
3837,50,0.457792,0.406733
8102,200,0.300799,0.320539
5415,50,0.419289,0.454973
6031,1450,0.332902,0.33325
906,100,0.407922,0.37328
4710,1000,0.422276,0.364585
8308,200,0.495447,0.358602
5131,4400,0.207991,0.295632
2510,50,0.53937,0.566106
6486,450,0.349209,0.48828
7931,150,0.510993,0.477318
6429,150,0.312439,0.303829
1060,300,0.28679,0.29996
6834,5000,0.193654,0.282736
1603,50,0.670609,0.415877
2568,5000,0.211173,0.368635
5374,700,0.311669,0.32007
1391,50,0.641534,0.624737
7306,400,0.248486,0.209674
4147,150,0.234874,0.247368
3076,750,0.283162,0.324758
8255,500,0.276126,0.202065
2563,300,0.384392,0.366181
4454,5000,0.185968,0.385658
5395,150,0.355587,0.509327
9603,2650,0.266622,0.373607
3149,50,0.393189,0.542882
7413,50,0.541161,0.410221
1112,50,0.697688,0.632049
1286,50,0.434624,0.356679
54,100,0.349596,0.417597
3970,850,0.34799,0.455799
1426,100,0.394477,0.407948
2917,150,0.381987,0.432451
4573,150,0.49298,0.378374
319,1150,0.168831,0.296283
589,50,0.636838,0.511747
3283,50,0.631491,0.642347
6235,200,0.314251,0.371244
6180,5000,0.194478,0.398704
5,200,0.282876,0.409318
1820,2350,0.192716,0.350459
6335,550,0.369811,0.321036
7759,50,0.560878,0.436729
5462,50,0.499188,0.398236
4408,50,0.60071,0.436859
2016,50,0.449966,0.501842
775,2550,0.311765,0.37187
3621,250,0.279503,0.352019
8637,50,0.584494,0.489583
2898,550,0.336997,0.318802
1322,50,0.495564,0.360965
3180,100,0.353016,0.271695
5928,50,0.639619,0.435166
2420,2000,0.25759,0.395127
5890,50,0.565694,0.511963
5937,100,0.678271,0.640304
5844,650,0.277784,0.329823
399,50,0.823475,0.647283
2843,100,0.477701,0.266956
5026,50,0.270559,0.32864
316,50,0.337364,0.327735
9702,100,0.409192,0.334723
5886,250,0.431218,0.453092
801,50,0.763643,0.614563
9046,50,0.560864,0.308825
4913,50,0.489243,0.392002
5114,50,0.309912,0.42627
6282,50,0.387848,0.414389
530,50,0.45484,0.514484
6994,150,0.435824,0.353306
8290,50,0.420782,0.34783
5661,500,0.297999,0.233691
2341,300,0.191329,0.305447
7049,250,0.269657,0.361918
8705,50,0.479849,0.400308
720,50,0.58821,0.591756
5906,50,0.617132,0.462592
7199,150,0.419075,0.450199
1672,650,0.246895,0.251753
7378,4350,0.20063,0.356068
1837,50,0.617356,0.634777
370,50,0.567191,0.521636
4092,100,0.35548,0.446209
1057,400,0.261058,0.259331
16,50,0.860599,0.824117
7714,3350,0.152526,0.266662
566,200,0.30662,0.230964
9757,350,0.379642,0.298649
7029,50,0.536681,0.476102
7333,50,0.381088,0.327466
5484,2200,0.175958,0.305496
6222,700,0.484191,0.409367
666,50,0.593215,0.579265
5718,50,0.562756,0.431117
3515,50,0.67042,0.651846
5362,50,0.692138,0.721498
9871,50,0.512618,0.509779
7080,200,0.270232,0.263777
6670,50,0.66951,0.434707
3468,800,0.301547,0.273055
8615,550,0.223185,0.341396
3659,200,0.304708,0.338567
20,2300,0.299426,0.380299
6302,50,0.448955,0.262025
7681,100,0.423054,0.344852
7943,100,0.367564,0.477391
428,450,0.395187,0.482974
3429,50,0.756603,0.727179
3046,1700,0.220757,0.335191
8182,50,0.343422,0.297296
4125,200,0.227632,0.368414
6026,50,0.518954,0.449561
623,50,0.782262,0.466539
2195,50,0.411518,0.472916
8913,5000,0.268845,0.350701
3131,2000,0.219388,0.31115
3607,50,0.246312,0.359196
3589,100,0.642352,0.457659
8148,1800,0.189552,0.277994
3465,1550,0.244979,0.301817
201,400,0.253241,0.331471
2068,450,0.235832,0.334757
3697,3450,0.198,0.268304
5178,50,0.437701,0.444841
5881,50,0.577008,0.351899
2480,1100,0.274682,0.317552
9320,100,0.506588,0.48185
4155,50,0.475058,0.377247
5875,50,0.696693,0.712102
7744,1200,0.283773,0.407363
7904,50,0.502813,0.481802
2940,100,0.241548,0.438553
5834,50,0.523411,0.46192
6377,50,0.355186,0.34061
9034,100,0.407971,0.35837
8099,50,0.509627,0.393141
2194,50,0.491302,0.504436
4653,50,0.577846,0.527363
3974,100,0.389296,0.392556
8648,50,0.62371,0.55675
440,50,0.737334,0.58271
8097,200,0.286167,0.375645
1611,50,0.548636,0.543483
3496,650,0.262427,0.236119
1639,1350,0.242522,0.320851
7,350,0.198836,0.337042
8920,250,0.214131,0.29497
7366,900,0.329058,0.337835
4854,350,0.370659,0.434433
3049,150,0.546983,0.53898
5209,50,0.489821,0.527938
9802,2750,0.245303,0.354639
5156,150,0.519766,0.382845
519,50,0.513377,0.365198
1488,400,0.261292,0.262108
9105,150,0.214992,0.317812
6857,50,0.55625,0.388914
7350,50,0.392437,0.505252
2769,100,0.278821,0.441818
5396,50,0.535416,0.507367
5276,50,0.622727,0.544068
6209,350,0.197485,0.28173
416,50,0.524069,0.413998
3277,50,0.785812,0.785858
6124,600,0.25269,0.294314
6291,3250,0.142962,0.237177
5691,50,0.525803,0.322609
3975,50,0.456715,0.332678
5861,4500,0.18476,0.286154
798,50,0.563549,0.377474
6053,100,0.497743,0.359193
1071,100,0.312764,0.40128
3258,100,0.330989,0.251892
9024,50,0.620531,0.583402
8927,50,0.437314,0.372425
2760,50,0.586981,0.542244
2049,750,0.281828,0.271472
3543,50,0.359821,0.4576
8260,100,0.385793,0.478572
8357,50,0.554408,0.405779
898,50,0.705592,0.610588
8706,100,0.421605,0.453404
5684,250,0.336489,0.349139
8117,550,0.363747,0.44735
7016,3500,0.314866,0.316498
9254,50,0.480632,0.466171
8730,100,0.32812,0.431736
7047,150,0.276305,0.395974
4980,550,0.335531,0.414274
8157,100,0.394639,0.368232
8993,1650,0.214626,0.24954
472,3650,0.232503,0.297825
1465,250,0.263926,0.33001
838,50,0.591907,0.644566
4018,250,0.343863,0.382353
3645,750,0.212313,0.237277
9604,50,0.631818,0.553225
7896,50,0.508405,0.33464
9714,50,0.667483,0.710791
7526,50,0.500571,0.330249
700,1000,0.320136,0.250062
9694,50,0.658065,0.415158
6414,1950,0.181081,0.290782
5827,50,0.544035,0.559623
6339,500,0.206236,0.313834
8715,5000,0.240663,0.357536
